segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,000","00:00:02,960",0.0,2.96,2.96,Untertitel: WDR mediagroup GmbH im Auftrag des WDR
2,"00:00:03,000","00:00:04,640",3.0,4.64,1.6399999999999997,Willkommen zu Maischberger.
3,"00:00:04,680","00:00:07,520",4.68,7.52,2.84,Die ganze Welt blickt auf Grönland und Dänemark.
4,"00:00:07,560","00:00:10,440",7.56,10.44,2.88,"Bei uns ist heute die dänische Premierministerin,"
5,"00:00:10,480","00:00:11,560",10.48,11.56,1.08,Mette Frederiksen.
6,"00:00:11,600","00:00:15,720",11.6,15.72,4.120000000000001,"Außerdem in diesem Studio, eine der ganz Großen aus dem deutschen Film."
7,"00:00:15,760","00:00:17,360",15.76,17.36,1.5999999999999996,Wir sprechen mit Uschi Glas.
8,"00:00:18,800","00:00:20,440",18.8,20.44,1.6400000000000006,Es kommentieren:
9,"00:00:20,480","00:00:23,240",20.48,23.24,2.759999999999998,Der Fernsehmoderator Johannes B. Kerner.
10,"00:00:23,280","00:00:25,160",23.28,25.16,1.879999999999999,Der stellvertretende BILD-Chefredakteur
11,"00:00:25,200","00:00:26,920",25.2,26.92,1.7200000000000024,und Kriegsreporter Paul Ronzheimer.
12,"00:00:26,960","00:00:29,120",26.96,29.12,2.16,Die USA-Expertin Sandra Navidi.
13,"00:00:33,520","00:00:35,680",33.52,35.68,2.1599999999999966,Einen guten Abend.
14,"00:00:38,280","00:00:41,680",38.28,41.68,3.3999999999999986,Alle noch ein bisschen Kater von Davos.
15,"00:00:45,600","00:00:48,320",45.6,48.32,2.719999999999999,Friedrich Merz hat auf die Weltpolitik geschaut
16,"00:00:48,360","00:00:51,800",48.36,51.8,3.4399999999999977,"und gesagt, wir bewegen uns in das Zeitalter der Großmächte."
17,"00:00:51,840","00:00:53,560",51.84,53.56,1.7199999999999989,Das sei ein gefährlicher Ort.
18,"00:00:53,600","00:00:55,960",53.6,55.96,2.3599999999999994,Teilen Sie die Analyse?
19,"00:00:56,000","00:00:58,120",56.0,58.12,2.1199999999999974,"(Kerner) Es ist ein gefährlicher Ort,"
20,"00:00:58,160","00:01:01,360",58.16,61.36,3.200000000000003,aber das ist keine Erkenntnis aus 2026.
21,"00:01:02,000","00:01:04,560",62.0,64.56,2.5600000000000023,"Dass die Welt von den Mächtigen regiert wird,"
22,"00:01:04,600","00:01:06,920",64.6,66.92,2.3200000000000074,ist spätestens so seit dem Kalten Krieg.
23,"00:01:06,960","00:01:09,000",66.96,69.0,2.0400000000000063,Aber die Teilnehmer verändern sich.
24,"00:01:09,040","00:01:10,440",69.03999999999999,70.44,1.4000000000000057,China ist dazu gekommen.
25,"00:01:10,480","00:01:13,160",70.48,73.16,2.6799999999999926,Russland wieder mit neuen Ansprüchen.
26,"00:01:13,200","00:01:15,960",73.2,75.96000000000001,2.760000000000005,Es gibt Indien als unglaublich wichtigen Faktor.
27,"00:01:16,000","00:01:18,040",76.0,78.03999999999999,2.039999999999992,"Das sind die Mächtigen in der Welt,"
28,"00:01:18,120","00:01:20,880",78.12,80.88,2.759999999999991,die machen das unter sich aus.
29,"00:01:21,480","00:01:23,640",81.48,83.64,2.1599999999999966,"Die Europäer können nur was erreichen,"
30,"00:01:23,720","00:01:25,800",83.72,85.8,2.0799999999999983,wenn sie zusammenhalten.
31,"00:01:25,800","00:01:27,200",85.8,87.2,1.4000000000000057,Und das haben Sie getan.
32,"00:01:27,240","00:01:30,120",87.24,90.12,2.8800000000000097,"Frau Navidi, sie waren in Davos."
33,"00:01:31,960","00:01:33,760",91.96000000000001,93.75999999999999,1.799999999999983,"Im Grönlandstreit wirkte es so,"
34,"00:01:33,800","00:01:37,920",93.8,97.92,4.1200000000000045,die Europäer könnten dem Präsidenten Einhalt gebieten.
35,"00:01:38,920","00:01:40,440",98.92,100.44,1.519999999999996,"(Navidi) Nein, das ist so."
36,"00:01:40,480","00:01:41,960",100.47999999999999,101.96000000000001,1.4800000000000182,"Ich stand neben dem Raum,"
37,"00:01:42,000","00:01:44,440",102.0,104.44,2.4399999999999977,"wo die amerikanischen Teilnehmer rauskamen,"
38,"00:01:44,480","00:01:46,520",104.47999999999999,106.52000000000001,2.0400000000000205,das war die gesamte Administration.
