segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,040","00:00:02,040",0.04,2.04,2.0,Diese Untertitel sind live produziert.
2,"00:00:02,080","00:00:05,280",2.08,5.28,3.2,"Willkommen zu unserer Sendung,"
3,"00:00:05,360","00:00:08,120",5.36,8.12,2.759999999999999,"in der wir gleich zu unserem Mann in Amerika,"
4,"00:00:08,200","00:00:09,440",8.2,9.44,1.2400000000000002,"zu Elmar Theveßen, schalten werden,"
5,"00:00:09,520","00:00:12,400",9.52,12.4,2.880000000000001,und wir werden mit Hilfe von Robin Alexander
6,"00:00:12,480","00:00:13,880",12.48,13.88,1.4000000000000004,"auch mal versuchen, zu klären,"
7,"00:00:13,960","00:00:17,600",13.96,17.6,3.6400000000000006,was Jens Spahn als Tourismusbeauftragter der CDU
8,"00:00:17,680","00:00:20,920",17.68,20.92,3.240000000000002,eigentlich bei Donald Trump in Milwaukee macht.
9,"00:00:20,960","00:00:24,840",20.96,24.84,3.879999999999999,"Wir wollen aber auch mal versuchen, ein bisschen tiefer zu bohren,"
10,"00:00:24,880","00:00:27,160",24.88,27.16,2.280000000000001,was unser Land gesellschaftlich angeht
11,"00:00:27,200","00:00:29,280",27.2,29.28,2.080000000000002,"und ich freu mich sehr, dass dieser Mann"
12,"00:00:29,320","00:00:30,840",29.32,30.84,1.5199999999999996,unserer Einladung gefolgt ist:
13,"00:00:30,920","00:00:33,640",30.92,33.64,2.719999999999999,"Professor für Soziologie an der Humboldt-Universität,"
14,"00:00:33,680","00:00:36,200",33.68,36.2,2.520000000000003,"der gerade in aller Munde ist,"
15,"00:00:36,240","00:00:40,040",36.24,40.04,3.799999999999997,"weil er dem Kanzler und seinem Kabinett den Osten erklärt,"
16,"00:00:40,120","00:00:43,960",40.12,43.96,3.8400000000000034,"weil er Friedrich Merz und seiner Fraktion den Osten erklärt,"
17,"00:00:44,040","00:00:47,440",44.04,47.44,3.3999999999999986,nur Michael Kretschmer war nicht da.
18,"00:00:47,480","00:00:53,080",47.48,53.08,5.600000000000001,"Und weil ihm nach ""Triggerpunkte"" ein weitere Bestseller gelungen ist,"
19,"00:00:53,160","00:00:56,120",53.16,56.12,2.960000000000001,"in dem er sehr eindringlich beschreibt,"
20,"00:00:56,200","00:00:58,280",56.2,58.28,2.0799999999999983,"warum der Osten ""anders bleibt""."
21,"00:00:58,320","00:01:02,040",58.32,62.04,3.719999999999999,"Herzlich willkommen, Steffen Mau."
22,"00:01:02,120","00:01:03,640",62.12,63.64,1.5200000000000031,"Und wir wollen diese Frau,"
23,"00:01:03,720","00:01:07,040",63.72,67.04,3.3200000000000074,"die in Königs Wusterhausen in Brandenburg geboren wurde,"
24,"00:01:07,120","00:01:10,920",67.12,70.92,3.799999999999997,"fragen, wie sie auf Ostdeutschland schaut."
25,"00:01:11,000","00:01:13,200",71.0,73.2,2.200000000000003,"Ob sie es auch wahrnimmt wie Steffen Mau,"
26,"00:01:13,240","00:01:17,840",73.24,77.84,4.6000000000000085,dass nämlich die Demografie eine ganz entscheidende Rolle spielt
27,"00:01:17,880","00:01:20,280",77.88,80.28,2.4000000000000057,bei der Frage nach der gesellschaftlichen Verfasstheit.
28,"00:01:20,360","00:01:22,440",80.36,82.44,2.0799999999999983,Es gibt eine beeindruckende Zahl dazu:
29,"00:01:22,480","00:01:26,320",82.48,86.32,3.839999999999989,"Auf 100 Menschen, die beispielsweise in Thüringen"
30,"00:01:26,400","00:01:31,160",86.4,91.16,4.759999999999991,"aus dem Arbeitsleben ausscheiden, kommen nur 50, die nachkommen."
31,"00:01:31,200","00:01:34,320",91.2,94.32,3.1199999999999903,"Und es ist interessant, ihr zuzuhören,"
