segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,040","00:00:02,480",0.04,2.48,2.44,Diese Untertitel sind live produziert.
2,"00:00:02,520","00:00:04,800",2.52,4.8,2.28,"Herzlich willkommen zu unserer Sendung,"
3,"00:00:04,840","00:00:07,560",4.84,7.56,2.7199999999999998,"in der wir gleich zu Beginn einen begrüßen,"
4,"00:00:07,600","00:00:11,360",7.6,11.36,3.76,der schon Vieles gemacht hat in der deutschen Politik: Gesundheit
5,"00:00:11,400","00:00:14,960",11.4,14.96,3.5600000000000005,"mit Seehofer, Finanzen mit Schäuble und Corona mit Merkel"
6,"00:00:15,040","00:00:18,480",15.04,18.48,3.4400000000000013,und bald neu im Programm: Wirtschaft mit Merz.
7,"00:00:18,520","00:00:23,240",18.52,23.24,4.719999999999999,"diese Unterstellung wird er heute natürlich mit Empörung zurückweisen,"
8,"00:00:23,320","00:00:26,600",23.32,26.6,3.280000000000001,"aber wer hört, wie er auf Robert Habeck eindrischt,"
9,"00:00:26,640","00:00:28,200",26.64,28.2,1.5599999999999987,könnte glatt darauf kommen.
10,"00:00:28,240","00:00:30,960",28.24,30.96,2.7200000000000024,Er macht ein echtes Versprechen.
11,"00:00:30,960","00:00:34,600",30.96,34.6,3.6400000000000006,"""Die Bürger haben jetzt die Wahl"", sagt er: ""Rezession mit Habeck"
12,"00:00:34,680","00:00:39,440",34.68,39.44,4.759999999999998,"oder Wachstum mit uns"" und grüne, schuldenfinanzierte Planwirtschaft"
13,"00:00:39,480","00:00:43,720",39.48,43.72,4.240000000000002,"oder Marktwirtschaft mit der Union""."
14,"00:00:43,760","00:00:46,920",43.76,46.92,3.1600000000000037,Wie genau wird er das als neue Wirtschaftsminister machen?
15,"00:00:47,000","00:00:49,240",47.0,49.24,2.240000000000002,"Fragen an Jens Spahn, herzlich willkommen."
16,"00:00:49,280","00:00:54,400",49.28,54.4,5.119999999999997,"Das sind Sätze, bei denen diese Frau aufhorcht, sehr versierte Kennerin"
17,"00:00:54,440","00:00:58,040",54.44,58.04,3.6000000000000014,"deutscher Politik, Chefredakteurin der ""taz"", die sagt:"
18,"00:00:58,080","00:01:03,320",58.08,63.32,5.240000000000002,"""Der Plan von Merz, die Ampel mit der Schuldenbremse vor die Wand laufen"
19,"00:01:03,360","00:01:06,120",63.36,66.12,2.760000000000005,"zu lassen, ist voll aufgegangen."
20,"00:01:06,160","00:01:09,360",66.16,69.36,3.200000000000003,"Aber Merz und Spahn können auch rechnen,"
21,"00:01:09,440","00:01:11,440",69.44,71.44,2.0,und deshalb wissen eines ganz genau:
22,"00:01:11,520","00:01:17,200",71.52,77.2,5.680000000000007,"Für all das, was Deutschland jetzt braucht, brauchen sie auch was,"
23,"00:01:17,240","00:01:20,520",77.24,80.52,3.280000000000001,"nämlich Geld und zwar: sehr viel Geld."" Woher wird das kommen?"
24,"00:01:20,600","00:01:23,240",80.6,83.24,2.6400000000000006,"Fragen an Ulrike Winkelmann, herzlich willkommen."
25,"00:01:23,280","00:01:28,880",83.28,88.88,5.599999999999994,"Über die Zuspitzung der Lage in der Ukraine, die amerikanischen Raketen,"
26,"00:01:28,920","00:01:34,080",88.92,94.08,5.159999999999997,"die offenbar heute schon Ziele tief in Russland getroffen haben,"
27,"00:01:34,120","00:01:38,280",94.12,98.28,4.159999999999997,wollen wir reden mit diesem Mann: Professor an der Universität
28,"00:01:38,360","00:01:42,720",98.36,102.72,4.359999999999999,"der Bundeswehr in München, der aber nicht nur beim Krieg in der Ukraine"
29,"00:01:42,800","00:01:49,960",102.8,109.96000000000001,7.160000000000011,"genau hinschaut, sondern auch, wenn es um deutsche Innenpolitik geht"
30,"00:01:50,040","00:01:54,360",110.03999999999999,114.36,4.320000000000007,"und insbesondere um sein Thema, nämlich Sicherheit und Verteidigung."
31,"00:01:54,400","00:01:59,200",114.4,119.2,4.799999999999997,Dem etwas ganz Bemerkenswertes aufgefallen ist in diesen Tagen:
32,"00:01:59,240","00:02:03,800",119.24000000000001,123.8,4.559999999999988,"""Boris Pistorius hat in letzter Zeit sehr, sehr viel gesagt,"
33,"00:02:03,840","00:02:09,200",123.84,129.2,5.359999999999985,"nur eines hat er nicht gesagt, dass er nicht zur Verfügung steht."
34,"00:02:09,240","00:02:12,120",129.24,132.12,2.8799999999999955,Herzlich willkommen Carlo Masala!
35,"00:02:12,200","00:02:16,120",132.2,136.12,3.920000000000016,Gleich zu Beginn aber sind wir verbunden mit Elmar Theveßen
36,"00:02:16,160","00:02:19,720",136.16,139.72,3.5600000000000023,"auf dem G20-Gipfel in Rio de Janeiro, guten Abend, Elmar."
37,"00:02:31,000","00:02:33,560",151.0,153.56,2.5600000000000023,"Hallo Markus, hallo in die Runde nach Hamburg."
38,"00:02:37,480","00:02:41,160",157.48,161.16,3.680000000000007,"Freut mich, dass es klappt mit der Leitung."
39,"00:02:41,160","00:02:44,520",161.16,164.52,3.3600000000000136,"Bei solchen Gipfeln gibt es im Lager solche Themen,"
40,"00:02:44,560","00:02:48,280",164.56,168.28,3.719999999999999,"bei denen möchte man nicht, dass sie alle mitbekommen."
41,"00:02:48,280","00:02:52,880",168.28,172.88,4.599999999999994,"Ich glaube, hinter den Kulissen wurde eine Menge"
42,"00:02:52,880","00:02:57,040",172.88,177.04,4.159999999999997,"über Donald Trump geredet, weil er nicht offizielle Thema war,"
43,"00:02:57,040","00:03:01,960",177.04,181.96,4.920000000000016,sondern aber mit am Tisch sitzt.
44,"00:03:01,960","00:03:04,720",181.96,184.72,2.759999999999991,Es gibt in der Menge Sorgen und Angst.
45,"00:03:04,760","00:03:08,600",184.76,188.6,3.8400000000000034,"Man macht sich auch Sorgen, ob überhaupt noch der Westen,"
46,"00:03:08,600","00:03:13,040",188.6,193.04,4.439999999999998,"die USA in der Lage sind, bei der Lösung von globalen Problemen zu"
47,"00:03:13,080","00:03:15,160",193.08,195.16,2.079999999999984,helfen.
48,"00:03:17,520","00:03:20,880",197.52,200.88,3.359999999999985,"Solche Gipfel sind ja auch eigentlich der Moment,"
49,"00:03:20,880","00:03:22,880",200.88,202.88,2.0,um globale Fragen anzugehen.
50,"00:03:22,880","00:03:25,480",202.88,205.48,2.5999999999999943,"Und am Ende auch eine Lösung zu finden,"
51,"00:03:25,480","00:03:32,960",205.48,212.96,7.480000000000018,"Donald Trump ist ja schon mal aus der Klimakonferenz ausgestiegen,"
52,"00:03:32,960","00:03:35,360",212.96,215.36,2.4000000000000057,"alles was in Paris besprochen wurde,"
53,"00:03:35,360","00:03:40,760",215.36,220.76,5.399999999999977,ist eine abzocke der vereinigten Staaten.
54,"00:03:40,760","00:03:43,920",220.76,223.92000000000002,3.160000000000025,"Er habe das beendet,"
55,"00:03:43,920","00:03:47,120",223.92000000000002,227.12,3.1999999999999886,weil die USA schützen wolle.
56,"00:03:47,120","00:03:51,600",227.12,231.6,4.47999999999999,"Es bedeutet, dass von den USA keine Vorreiterrolle zu erwarten ist."
57,"00:03:51,600","00:03:55,640",231.6,235.64,4.039999999999992,"Es geht darum, dass Klimaschutz auch finanziert werden muss,"
58,"00:03:55,680","00:04:00,080",235.68,240.08,4.400000000000006,wenn Länder rund um den Erdball das nicht können. Man sieht an den
59,"00:04:00,120","00:04:03,640",240.12,243.64,3.519999999999982,"Gipfel, dass bei der Abschlusserklärung schöne Worte"
60,"00:04:03,680","00:04:05,640",243.68,245.64,1.9599999999999795,"stehen,"
61,"00:04:05,680","00:04:08,960",245.68,248.96,3.280000000000001,aber man sich nicht einigen konnte für eine Finanzierung
62,"00:04:09,000","00:04:12,800",249.0,252.8,3.8000000000000114,"der nächsten Jahre. Wenn Donald Trump im Weißen Haus sitzt, dann"
63,"00:04:12,840","00:04:17,400",252.84,257.4,4.559999999999974,wird er freie Bahn für fossile Brennstoffe geben.
64,"00:04:17,440","00:04:20,200",257.44,260.2,2.759999999999991,Da fehlt eine Vorreiterrolle aus den USA.
65,"00:04:20,240","00:04:23,800",260.24,263.8,3.5600000000000023,"Länder wie Indien, China, Brasilien"
66,"00:04:23,840","00:04:27,720",263.84,267.72,3.8800000000000523,"fragen sich, warum sollen die sich um Klimaschutz kümmern,"
67,"00:04:27,800","00:04:29,880",267.8,269.88,2.079999999999984,wenn die USA nicht voranschreitet?
68,"00:04:31,160","00:04:33,360",271.16,273.36,2.1999999999999886,"Dazu passt,"
69,"00:04:33,360","00:04:36,920",273.36,276.92,3.5600000000000023,"dass der nächste Klimagipfel in Baku stattfinden wird,"
70,"00:04:36,960","00:04:39,080",276.96,279.08,2.1200000000000045,"ein Land das dafür bekannt ist,"
71,"00:04:39,080","00:04:44,040",279.08,284.04,4.960000000000036,nicht das Klima zu fördern sondern Öl und Gas.
72,"00:04:44,080","00:04:49,880",284.08,289.88,5.800000000000011,"Ein Milliardär soll Minister werden,"
73,"00:04:49,920","00:04:53,960",289.92,293.96,4.039999999999964,"er leugnet Klimawandel,"
74,"00:04:53,960","00:04:59,960",293.96,299.96,6.0,"er hat vor laufender Kamera,"
75,"00:05:02,080","00:05:08,080",302.08,308.08,6.0,"die Flüssigkeit getrunken,"
76,"00:05:08,160","00:05:12,680",308.16,312.68,4.519999999999982,"die beim Frakking ein gepumpt wird, umso zeigen, wie harmlos es ist."
77,"00:05:12,680","00:05:16,360",312.68,316.36,3.680000000000007,Er ist Chef des Unternehmens Liberty Energy.
78,"00:05:16,400","00:05:22,280",316.4,322.28,5.8799999999999955,Er hat fossile Brennstoffe propagiert.
79,"00:05:22,280","00:05:25,040",322.28,325.04,2.7600000000000477,"Er leugnet, dass es eine Klimakrise gibt."
80,"00:05:25,080","00:05:28,040",325.08,328.04,2.9600000000000364,"Als überzeugt, dass man die Probleme der Welt"
81,"00:05:28,080","00:05:30,440",328.08,330.44,2.3600000000000136,mit den fossilen Brennstoffen löst.
82,"00:05:30,480","00:05:33,760",330.48,333.76,3.2799999999999727,Es kann auch ein paar erneuerbare Energien geben.
83,"00:05:33,800","00:05:41,080",333.8,341.08,7.279999999999973,Er hat eine neue Methode des Frackings entwickelt.
84,"00:05:41,280","00:05:46,560",341.28,346.56,5.28000000000003,"Er wird genau das tun, was im Wahlkampf gesagt hat."
85,"00:05:46,600","00:05:50,440",346.6,350.44,3.839999999999975,"Auf Öl und Gas setzen, die Flüssiggaslieferungen ausbauen"
86,"00:05:50,480","00:05:58,960",350.48,358.96,8.479999999999961,in alle Teile der Erde und auch in Naturschutzgebieten bohren lassen
87,"00:06:06,720","00:06:10,920",366.72,370.92,4.199999999999989,"Trump hat angekündigt, dass in einenm Reservat der Ureinwohner"
88,"00:06:10,960","00:06:13,280",370.96,373.28,2.319999999999993,auch gebohrt werden soll.
89,"00:06:13,320","00:06:17,640",373.32,377.64,4.319999999999993,"Donald Trump geht davon aus,"
90,"00:06:17,680","00:06:20,560",377.68,380.56,2.8799999999999955,"dass die Stärke der USA damit zusammenhängt,"
91,"00:06:20,640","00:06:22,720",380.64,382.72,2.080000000000041,dass sie energieunabhängig sind.
92,"00:06:24,120","00:06:26,120",384.12,386.12,2.0,"Überhaupt dieses Kabinett,"
93,"00:06:26,160","00:06:33,200",386.16,393.2,7.039999999999964,vielleicht können wir ein paar Namen sprechen.
94,"00:06:33,480","00:06:40,480",393.48,400.48,7.0,"Eine Zeit ist eng, aber Robert FKennedy soll"
95,"00:06:40,760","00:06:47,880",400.76,407.88,7.1200000000000045,"Gesundheitsminister werden, er ist Impf-Gegner,"
96,"00:06:53,800","00:06:57,800",413.8,417.8,4.0,"er sagt Anti-Depressiva sind schon an Schulmassakern,"
97,"00:06:57,840","00:07:04,480",417.84000000000003,424.48,6.639999999999986,"hier sehen wir einen sehr elitären Club,"
98,"00:07:07,800","00:07:10,480",427.8,430.48,2.680000000000007,wir sehen sie beim Verzehr von Big Macs.
99,"00:07:10,480","00:07:14,000",430.48,434.0,3.519999999999982,Wie kommt so ein Foto am?
100,"00:07:14,000","00:07:21,080",434.0,441.08,7.079999999999984,"Großer Fan von Fast Food,"
101,"00:07:21,080","00:07:24,640",441.08,444.64,3.5600000000000023,"wird deswegen auch gescholten von anderen, die sagen,"
102,"00:07:24,680","00:07:26,640",444.68,446.64,1.9599999999999795,es soll kein Vorbild sein
