segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,040","00:00:02,040",0.04,2.04,2.0,Diese Untertitel sind live produziert.
2,"00:00:02,080","00:00:05,600",2.08,5.6,3.5199999999999996,Willkommen zu unserer Sendung.
3,"00:00:05,680","00:00:10,680",5.68,10.68,5.0,"Es sind entscheidende Tage in Berlin, in denen die zukünftige Regierung"
4,"00:00:10,760","00:00:13,960",10.76,13.96,3.200000000000001,um Ausrichtung und Gemeinsamkeiten ringt
5,"00:00:14,000","00:00:15,480",14.0,15.48,1.4800000000000004,"und deshalb ist es so gut,"
6,"00:00:15,560","00:00:19,480",15.56,19.48,3.92,dass heute zwei der wirklich entscheidenden Verhandler
7,"00:00:19,520","00:00:21,560",19.52,21.56,2.039999999999999,hier sitzen.
8,"00:00:21,600","00:00:25,080",21.6,25.08,3.479999999999997,"Zum einen auf der Seite der Sozialdemokraten eine Frau,"
9,"00:00:25,160","00:00:29,520",25.16,29.52,4.359999999999999,"der vor ziemlich genau drei Jahren etwas gelungen ist,"
10,"00:00:29,560","00:00:33,560",29.56,33.56,4.0000000000000036,was selten geworden ist in der immer komplizierter werdenden
11,"00:00:33,640","00:00:35,240",33.64,35.24,1.6000000000000014,deutschen Politik:
12,"00:00:35,280","00:00:39,680",35.28,39.68,4.399999999999999,sie hat für die SPD im Saarland die absolute Mehrheit geholt.
13,"00:00:39,720","00:00:42,640",39.72,42.64,2.9200000000000017,"Und dann gibt's da noch eine Geschichte,"
14,"00:00:42,720","00:00:45,320",42.72,45.32,2.6000000000000014,über die wir heute unbedingt sprechen müssen:
15,"00:00:45,360","00:00:49,480",45.36,49.48,4.119999999999997,"Sie und ihr Finanzminister Jakob von Weizsäcker sollen es gewesen sein,"
16,"00:00:49,520","00:00:53,960",49.52,53.96,4.439999999999998,"die den großen Schuldenkritiker Friedrich Merz dazu gebracht haben,"
17,"00:00:54,040","00:00:58,760",54.04,58.76,4.719999999999999,die größten Schulden in der Geschichte der Bundesrepublik
18,"00:00:58,800","00:01:00,360",58.8,60.36,1.5600000000000023,"zu machen, stimmt das?"
19,"00:01:00,400","00:01:03,520",60.4,63.52,3.1200000000000045,"Fragen an Anke Rehlinger (AR), herzlich willkommen!"
20,"00:01:03,560","00:01:05,760",63.56,65.76,2.200000000000003,"Wie hat Frau Rehlinger das bloß gemacht,"
21,"00:01:05,800","00:01:10,240",65.8,70.24,4.439999999999998,"wollen wir diesen Mann fragen, den mächtigsten CDU-Mann hinter Merz,"
22,"00:01:10,280","00:01:14,760",70.28,74.76,4.480000000000004,der in dieser Sendung die Schuldenbremse
23,"00:01:14,800","00:01:18,600",74.8,78.6,3.799999999999997,"stets hartnäckig verteidigt hat und zwar genau so lange,"
24,"00:01:18,640","00:01:22,040",78.64,82.03999999999999,3.3999999999999915,bis die Wahl gelaufen war.
25,"00:01:22,080","00:01:26,360",82.08,86.36,4.280000000000001,"Und es spricht für ihn, dass er jetzt über die neuen Rekordschulden sagt:"
26,"00:01:26,400","00:01:30,040",86.4,90.03999999999999,3.6399999999999864,"""Ich bin mir bewusst, dass das eine Entscheidung ist,"
27,"00:01:30,120","00:01:32,160",90.12,92.16,2.039999999999992,"die erklärungsbedürftig ist...""."
28,"00:01:32,240","00:01:34,600",92.24000000000001,94.6,2.359999999999985,Herzlich willkommen Thorsten Frei (TF)!
29,"00:01:34,640","00:01:38,480",94.64,98.47999999999999,3.839999999999989,"Was sind das eigentlich für Partner, die sich da jetzt anschicken,"
30,"00:01:38,560","00:01:41,560",98.56,101.56,3.0,"das Schicksal des Landes in die Hand zu nehmen,"
31,"00:01:41,600","00:01:43,680",101.6,103.68,2.0800000000000125,"wollen wir diese Frau fragen,"
32,"00:01:43,760","00:01:45,800",103.75999999999999,105.8,2.0400000000000063,die die Untiefen der deutschen Politik
33,"00:01:45,840","00:01:48,000",105.84,108.0,2.1599999999999966,so gut kennt wie wenige andere und die sagt:
34,"00:01:48,080","00:01:51,400",108.08,111.4,3.3200000000000074,"""Das Klima hinter den Kulissen ist nicht gut."
35,"00:01:51,760","00:01:56,920",111.75999999999999,116.92,5.160000000000011,"Die haben eigentlich alle keine große Lust, miteinander zu regieren..."""
36,"00:01:56,960","00:01:59,200",116.96000000000001,119.2,2.239999999999995,Und die mit Blick auf Friedrich Merz sagt:
37,"00:01:59,240","00:02:05,040",119.24000000000001,125.04,5.799999999999997,"""Der merkt gerade, wie dick die Bretter wirklich sind,"
38,"00:02:05,280","00:02:06,840",125.28,126.84,1.5600000000000023,"die da zu bohren sind..."""
39,"00:02:06,920","00:02:09,080",126.92,129.08,2.160000000000011,Herzlich willkommen Eva Quadbeck (EQ)!
40,"00:02:09,120","00:02:12,640",129.12,132.64,3.519999999999982,"Und das ist auch das Stichwort für diesen Mann,"
41,"00:02:12,680","00:02:16,320",132.68,136.32,3.6399999999999864,denn eines dieser dicken Bretter ist der Krieg in der Ukraine...
42,"00:02:16,400","00:02:20,080",136.4,140.07999999999998,3.6799999999999784,"Bestsellerautor, ehemaliger Top-Diplomat,"
43,"00:02:20,160","00:02:24,920",140.16,144.92000000000002,4.760000000000019,der während der ersten Amtszeit von Trump Botschafter in Moskau war
44,"00:02:25,000","00:02:30,720",145.0,150.72,5.719999999999999,"und er sagt: ""Damals war Trump für Putin so unberechenbar wie für uns."""
45,"00:02:30,760","00:02:34,080",150.76,154.07999999999998,3.319999999999993,"Und jetzt? ""Jetzt"", sagt er, ""jetzt sieht es so aus,"
46,"00:02:34,160","00:02:38,360",154.16,158.36,4.200000000000017,als hätte der selbsternannte größte Dealmaker aller Zeiten
47,"00:02:38,400","00:02:41,720",158.4,161.72,3.319999999999993,in Putin möglicherweise seinen Meister gefunden...
48,"00:02:41,760","00:02:46,360",161.76,166.36,4.600000000000023,"Und man ist"", sagt er, ""zunehmend fassungslos darüber,"
49,"00:02:46,400","00:02:51,200",166.4,171.2,4.799999999999983,"mit wie viel Selbstüberschätzung und Narzissmus Trump das alles angeht."""
50,"00:02:51,240","00:02:54,120",171.24,174.12,2.8799999999999955,Herzlich willkommen Rüdiger von Fritsch (RF)!
51,"00:02:58,960","00:03:05,120",178.96,185.12,6.159999999999997,Schönen guten Abend in die Runde.
52,"00:03:05,800","00:03:08,560",185.8,188.56,2.759999999999991,"Frau Quadbeck, Sie hatten das gesagt."
53,"00:03:08,600","00:03:09,640",188.6,189.64,1.039999999999992,"Die Topflieger,"
54,"00:03:09,680","00:03:17,840",189.68,197.84,8.159999999999997,"die hier in Sachen Verhandlungen willst, welche Gruppe war das?"
55,"00:03:20,760","00:03:23,960",200.76,203.96,3.200000000000017,"EQ: Das war eine Gruppe, die nennt sich die 19."
56,"00:03:23,960","00:03:27,160",203.96,207.16,3.1999999999999886,"Das Endziel von der Union und neun von der SPD,"
57,"00:03:27,160","00:03:30,800",207.16,210.8,3.640000000000015,die können die offenen Fragen und die eckigen Klammern
58,"00:03:30,840","00:03:38,280",210.84,218.28,7.439999999999998,zu einem Gesamt Koalitionsvertrag zusammen schieben.
59,"00:03:40,520","00:03:44,360",220.52,224.36,3.8400000000000034,ML: Heute die konstituierte Sitzung des neuen Bundestages.
60,"00:03:44,400","00:03:50,480",224.4,230.48,6.079999999999984,Wir haben Sie das heute wahrgenommen?
61,"00:03:50,520","00:03:53,040",230.52,233.04,2.519999999999982,"AR: Ich glaube, das war schon anders,"
62,"00:03:53,040","00:03:57,000",233.04,237.0,3.960000000000008,als vormals konstituierende Sitzung des Bundestages waren.
63,"00:03:57,000","00:04:01,440",237.0,241.44,4.439999999999998,"Ich hatte kürzlich die Möglichkeit zu sprechen,"
64,"00:04:01,440","00:04:06,160",241.44,246.16,4.719999999999999,"wenn man das heute sieht, dann war das schon eine Gewichtsverschiebung,"
65,"00:04:06,200","00:04:08,920",246.2,248.92,2.719999999999999,die sichtbar geworden ist.
66,"00:04:08,920","00:04:12,880",248.92,252.88,3.960000000000008,In den Weblog ganz rechts eben von den Zahlen ein Stück weit
67,"00:04:12,920","00:04:18,240",252.92,258.24,5.320000000000022,in die Mitte reicht.
68,"00:04:18,880","00:04:24,920",258.88,264.92,6.0400000000000205,ML: Das in 152 Abgeordnete der AfD. Richtig.
69,"00:04:24,960","00:04:29,200",264.96,269.2,4.240000000000009,"AR: Wenn man das in Zahlen sieht, dann ist es schon ein Problem,"
70,"00:04:29,240","00:04:33,240",269.24,273.24,4.0,so ist es aber noch deutlicher.
71,"00:04:33,280","00:04:36,880",273.28,276.88,3.6000000000000227,"Ich finde es schon problematisch, die ganzen Debatten,"
72,"00:04:36,920","00:04:38,160",276.92,278.15999999999997,1.2399999999999523,die geführt worden.
73,"00:04:38,200","00:04:42,320",278.2,282.32,4.1200000000000045,Das sollte eigentlich etwas würdiger sein.
74,"00:04:42,360","00:04:45,800",282.36,285.8,3.4399999999999977,"Aber noch mal die elende Debatte darüber zu führen,"
75,"00:04:45,800","00:04:48,800",285.8,288.8,3.0,wer die Sitzung öffnet...
76,"00:04:48,840","00:04:51,600",288.84000000000003,291.6,2.759999999999991,"Am Ende des Tages ist es jetzt vollzogen,"
77,"00:04:51,640","00:04:55,720",291.64,295.72,4.080000000000041,der Bundestag findet sich zusammen.
78,"00:04:55,760","00:04:58,720",295.76,298.72,2.9600000000000364,Sie haben eine große Aufgabe für Deutschland.
79,"00:04:58,760","00:05:05,600",298.76,305.6,6.840000000000032,ML: Noch mal die Frage nach der Atmosphäre.
80,"00:05:06,240","00:05:13,040",306.24,313.04,6.800000000000011,"Frau Quadbeck, wie haben Sie das beobachtet?"
81,"00:05:13,080","00:05:15,440",313.08,315.44,2.3600000000000136,Es davon Schrumpf-Germanen die Rede.
82,"00:05:15,480","00:05:21,960",315.48,321.96,6.479999999999961,Das ist der ein Wort aus der Nazizeit.
83,"00:05:22,920","00:05:27,480",322.92,327.48,4.560000000000002,EQ: Brandner ist bekannt für sein auffälliges Verhalten im Parlament.
84,"00:05:27,520","00:05:34,240",327.52,334.24,6.720000000000027,Er hat die meisten Ordnungsrufe bekommen.
85,"00:05:36,520","00:05:39,960",336.52,339.96,3.4399999999999977,AfD macht zwei Dinge.
86,"00:05:40,000","00:05:46,120",340.0,346.12,6.1200000000000045,Auf der einen Seite torpedieren sie den normalen Parlamentsbetrieb.
87,"00:05:46,160","00:05:54,720",346.15999999999997,354.72,8.56000000000006,"Sie können dem Parlament nicht, dass der Alterspräsident dort beginnt."
88,"00:05:58,200","00:06:02,400",358.2,362.4,4.199999999999989,Auf der anderen Seite haben sie immer wieder Kreide gefressen.
89,"00:06:02,440","00:06:05,320",362.44,365.32,2.8799999999999955,Sie haben sich angestellt um Julia Klöckner
90,"00:06:05,360","00:06:10,520",365.36,370.52,5.159999999999968,zur Wahl der Bundestagspräsidenten zu gratulieren.
91,"00:06:10,560","00:06:13,200",370.56,373.2,2.6399999999999864,ML: Da wurde gespottet...
92,"00:06:13,240","00:06:17,560",373.24,377.56,4.319999999999993,"Das atmosphärische, noch mehr als Sprache,"
93,"00:06:17,600","00:06:22,080",377.6,382.08,4.479999999999961,wir haben Sie das gefunden?
94,"00:06:22,120","00:06:28,560",382.12,388.56,6.439999999999998,"TF: Genauso, wie Sie das beschreiben."
95,"00:06:32,360","00:06:35,800",392.36,395.8,3.4399999999999977,Bei mir diese Veränderung seit 2017 aufgefallen ist.
96,"00:06:35,840","00:06:38,040",395.84000000000003,398.04,2.1999999999999886,"Damals noch etwas tollpatschig,"
97,"00:06:38,080","00:06:40,840",398.08,400.84000000000003,2.7600000000000477,so wie das für Neulinge oft der Fall ist.
98,"00:06:40,880","00:06:45,040",400.88,405.04,4.160000000000025,"Jetzt schon sehr abgebrüht, sie haben es schon die Möglichkeit,"
99,"00:06:45,080","00:06:50,840",405.08,410.84000000000003,5.760000000000048,die Geschäftsordnung entsprechend zu nutzen.
100,"00:06:50,880","00:06:57,680",410.88,417.68,6.800000000000011,"Das dient häufig nicht der Sache, sondern der Verächtnung."
101,"00:06:57,720","00:07:02,200",417.72,422.2,4.479999999999961,"ML: Das meinte ich, wenn weiterkommen."
102,"00:07:02,240","00:07:06,360",422.24,426.36,4.1200000000000045,"Herr Fritsch, wie geht es Ihnen?"
103,"00:07:06,360","00:07:10,000",426.36,430.0,3.6399999999999864,RF: Es ist eine erschütternde Veränderung.
104,"00:07:10,040","00:07:16,160",430.04,436.16,6.1200000000000045,Eine Verschlechterung des Stils.
105,"00:07:16,640","00:07:18,200",436.64,438.2,1.5600000000000023,"Und es wird noch mehr,"
106,"00:07:18,200","00:07:22,880",438.2,442.88,4.680000000000007,"als in der vorherigen Legislaturperiode darauf ankommen,"
107,"00:07:22,920","00:07:26,480",442.92,446.48,3.5600000000000023,dass die Vertreter der Partei der demokratischen Mitte
108,"00:07:26,520","00:07:28,760",446.52,448.76,2.240000000000009,nicht auf dem Tisch liegen lassen.
109,"00:07:28,800","00:07:33,440",448.8,453.44,4.639999999999986,"Sie müssen die Dinge klarstellen, sofort widersprechen und klarmachen,"
110,"00:07:33,480","00:07:36,840",453.48,456.84000000000003,3.3600000000000136,"welche Sprache gesprochen wird. Das ist euer Stil,"
111,"00:07:36,840","00:07:38,080",456.84000000000003,458.08,1.2399999999999523,das steht dahinter.
112,"00:07:38,120","00:07:44,360",458.12,464.36,6.240000000000009,Die anderen Parlamentarier werden zusätzlich gefordert sein.
113,"00:07:44,400","00:07:50,360",464.4,470.36,5.960000000000036,"EQ: Heute war er eine Taktik,"
114,"00:07:52,520","00:07:58,840",472.52,478.84000000000003,6.32000000000005,"dass die AfD vom Kartell gesprochen hat. Dem tun so,"
115,"00:07:58,880","00:08:01,360",478.88,481.36,2.480000000000018,ML: Nicht nur eine Sauce
116,"00:08:01,400","00:08:08,160",481.4,488.16,6.760000000000048,"sondern etwas, was sich zusammenrotiert..."
117,"00:08:10,320","00:08:14,280",490.32,494.28,3.9599999999999795,EQ: Dann stellen Sie sich wieder in die Opferrolle.
118,"00:08:14,320","00:08:17,440",494.32,497.44,3.1200000000000045,Es sind aber einfach demokratische Mehrheiten.
119,"00:08:17,480","00:08:21,520",497.48,501.52,4.039999999999964,Das hat mit einem Kartell überhaupt nichts zu tun.
120,"00:08:21,600","00:08:26,320",501.6,506.32,4.71999999999997,"Das ist das einzige was hilft, ist immer wieder klarzustellen."
121,"00:08:26,360","00:08:30,080",506.36,510.08,3.7199999999999704,"Sie sind diejenigen, die die Spielregeln nicht beachten."
122,"00:08:30,120","00:08:35,400",510.12,515.4,5.279999999999973,ML: Jetzt die Frage:
123,"00:08:36,400","00:08:38,800",516.4,518.8,2.3999999999999773,"die Wahl des Bundestagspräsidenten,"
124,"00:08:38,840","00:08:42,600",518.84,522.6,3.759999999999991,die auf die hat wieder keinen Präsidenten durch bekommen.
125,"00:08:42,640","00:08:44,680",522.64,524.68,2.0399999999999636,Die sind dreimal durchgefallen.
126,"00:08:44,720","00:08:48,280",524.72,528.28,3.5599999999999454,Ist das legitim?
127,"00:08:48,320","00:08:53,240",528.32,533.24,4.919999999999959,Diese Strategie der Ausgrenzung immer weiter zu fahren.
128,"00:08:53,280","00:09:01,280",533.28,541.28,8.0,Ich habe heute einen Kommentar von Andreas Rosenfelder lesen.
129,"00:09:01,320","00:09:04,480",541.32,544.48,3.159999999999968,"Wir sagen immer die Demokratie muss stark sein,"
130,"00:09:04,480","00:09:08,120",544.48,548.12,3.6399999999999864,die ist jetzt verwundbar und müssen Resident werden.
131,"00:09:08,160","00:09:10,240",548.16,550.24,2.080000000000041,"Er schrieb dann, das klingt so,"
132,"00:09:10,280","00:09:12,760",550.28,552.76,2.480000000000018,als handelt es sich um die Demokratie
133,"00:09:12,800","00:09:16,080",552.8,556.08,3.2800000000000864,"um einen sprechenden Risikopatienten,"
134,"00:09:16,120","00:09:19,960",556.12,559.96,3.840000000000032,"nach dem Motto, das können wir Demokratie nicht zuordnen,"
135,"00:09:20,000","00:09:23,560",560.0,563.56,3.5599999999999454,dass sie auf der einen Bundestagsvizepräsident stellt.
136,"00:09:23,600","00:09:26,280",563.6,566.28,2.67999999999995,"Andererseits steht es so in der Satzung,"
137,"00:09:26,320","00:09:29,200",566.32,569.2,2.8799999999999955,dass jeder einen Vizepräsidenten haben soll.
138,"00:09:29,240","00:09:30,760",569.24,570.76,1.5199999999999818,Wie gehen wir damit um?
139,"00:09:30,800","00:09:32,760",570.8,572.76,1.9600000000000364,Ich habe damit ein Störgefühl.
140,"00:09:32,800","00:09:38,280",572.8,578.28,5.480000000000018,TF: Die Regeln sind relativ klar.
141,"00:09:38,360","00:09:42,680",578.36,582.68,4.319999999999936,"Wir haben als Union und SPD einen gemeinsamen Antrag eingebracht,"
142,"00:09:42,760","00:09:45,240",582.76,585.24,2.480000000000018,der auch eine Mehrheit gefunden hat.
143,"00:09:45,280","00:09:48,440",585.28,588.44,3.160000000000082,"Danach soll jede Fraktion die Möglichkeit haben,"
144,"00:09:48,480","00:09:50,640",588.48,590.64,2.159999999999968,einen Vizepräsidenten zu stellen.
145,"00:09:50,680","00:09:57,280",590.68,597.28,6.600000000000023,"Das ist auch in Ordnung, das Bundesverfassungsgericht"
146,"00:09:57,320","00:10:00,400",597.32,600.4,3.0799999999999272,"hat nach der letzten Titulierung festgestellt,"
147,"00:10:00,480","00:10:03,480",600.48,603.48,3.0,dass es nur eine von zwei Voraussetzungen ist.
148,"00:10:03,480","00:10:04,520",603.48,604.52,1.0399999999999636,"Die andere ist,"
149,"00:10:04,560","00:10:09,160",604.56,609.16,4.600000000000023,dass sie eine persönliche Mehrheit bekommen müssen.
150,"00:10:10,360","00:10:13,600",610.36,613.6,3.240000000000009,In einem möglichen dritten Wahlgang die Mehrheit
151,"00:10:13,640","00:10:17,440",613.64,617.44,3.800000000000068,der abgegebenen Stimmen.
152,"00:10:17,520","00:10:21,320",617.52,621.32,3.800000000000068,Das halte ich im Übrigen auch richtig.
153,"00:10:21,360","00:10:24,400",621.36,624.4,3.0399999999999636,Wir reden über ein wichtiges Staatsamt.
154,"00:10:24,440","00:10:32,080",624.44,632.08,7.639999999999986,Es geht um die Repräsentation eines Parlaments als Ganzes.
155,"00:10:32,120","00:10:36,040",632.12,636.04,3.919999999999959,Auch den Grünen stand das lange nicht zu.
156,"00:10:36,120","00:10:38,560",636.12,638.56,2.439999999999941,"Bzw., sie hatten keine Mehrheit."
157,"00:10:38,600","00:10:44,520",638.6,644.52,5.919999999999959,Das geht und das ist richtig.
158,"00:10:48,000","00:10:51,320",648.0,651.32,3.32000000000005,Nichtsdestotrotz finde ich die Überlegung richtig
159,"00:10:51,360","00:10:52,640",651.36,652.64,1.2799999999999727,und nachvollziehbar.
160,"00:10:52,680","00:10:58,040",652.68,658.04,5.360000000000014,Wir werden an der einen oder anderen Stelle in der Situation sein...
161,"00:10:58,080","00:11:00,160",658.08,660.16,2.0799999999999272,"ML: Wir sind ja an einem Punkt,"
162,"00:11:00,200","00:11:03,440",660.2,663.44,3.240000000000009,da müssen wir uns früher oder später dazu äußern.
163,"00:11:03,480","00:11:06,320",663.48,666.32,2.840000000000032,Diese Strategie geht jetzt über zehn Jahre.
164,"00:11:06,360","00:11:11,240",666.36,671.24,4.8799999999999955,Jetzt schien sie bei 24 %.
165,"00:11:11,280","00:11:16,440",671.28,676.44,5.160000000000082,"Das zementiert ja immer weiter den Opfer, Märtyrerstatus."
166,"00:11:16,520","00:11:20,360",676.52,680.36,3.840000000000032,"Genau das ist der Eindruck, der da entsteht."
167,"00:11:20,440","00:11:25,520",680.44,685.52,5.079999999999927,"Da sind diese Altparteien, die so gerne genannt werden."
168,"00:11:25,600","00:11:29,720",685.6,689.72,4.1200000000000045,"Da tun sie so, als wäre die Zeit über den Weg gegangen."
169,"00:11:29,760","00:11:36,040",689.76,696.04,6.279999999999973,Dann mogeln Sie das unter sich aus.
170,"00:11:37,520","00:11:39,040",697.52,699.04,1.5199999999999818,"Ich finde, Demokratie,"
171,"00:11:39,080","00:11:42,760",699.08,702.76,3.67999999999995,"theoretisch, da sitzen 152 gewählte Abgeordnete der AfD,"
172,"00:11:42,800","00:11:44,560",702.8,704.56,1.759999999999991,ob uns das wird oder nicht.
173,"00:11:44,600","00:11:46,440",704.6,706.44,1.8400000000000318,Die sitzen in dem Bundestag.
174,"00:11:46,480","00:11:48,920",706.48,708.92,2.439999999999941,Und das ist die zweitgrößte Fraktion.
175,"00:11:48,960","00:11:55,120",708.96,715.12,6.159999999999968,TF: Da gibt es aber Unterschiede.
176,"00:11:55,840","00:12:01,440",715.84,721.44,5.600000000000023,"Der Vizepräsident muss jemand sein,"
177,"00:12:01,480","00:12:07,600",721.48,727.6,6.1200000000000045,der in der Lage ist mit Souveränität und Konsequenz das Haus vertreten.
178,"00:12:07,640","00:12:13,560",727.64,733.56,5.919999999999959,"Wir haben immer wieder gesehen,"
179,"00:12:13,560","00:12:16,240",733.56,736.24,2.6800000000000637,was ein AfD Alterspräsident gemacht hat.
180,"00:12:16,320","00:12:18,720",736.32,738.72,2.3999999999999773,Er das ganze Haus ins Chaos gestürzt.
181,"00:12:18,760","00:12:19,800",738.76,739.8,1.0399999999999636,"Ich glaube,"
182,"00:12:19,840","00:12:24,520",739.84,744.52,4.67999999999995,das ist schon eine persönliche Entscheidung von Abgeordneten.
183,"00:12:24,560","00:12:26,320",744.56,746.32,1.7600000000001046,Unsere Fraktion hat unseren
184,"00:12:26,400","00:12:30,720",746.4,750.72,4.32000000000005,"Mitgliedern ausdrücklich nicht gesagt, wie sie entscheiden sollen."
185,"00:12:30,800","00:12:34,840",750.8,754.84,4.040000000000077,Das machen sie selber und sie brauchen dafür keine Empfehlung.
186,"00:12:34,920","00:12:42,680",754.92,762.68,7.759999999999991,"Es gibt Dinge, wenn es darum geht, dass in der letzten Legislaturperiode"
187,"00:12:42,720","00:12:46,960",762.72,766.96,4.240000000000009,die Ampel der AfD beispielsweise Ausschusssitze verweigert hat.
188,"00:12:47,040","00:12:48,160",767.04,768.16,1.1200000000000045,Das war in 2017 nicht der Fall.
189,"00:12:50,560","00:12:53,920",770.56,773.92,3.3600000000000136,"Da muss man schon fragen, ob es da nicht angemessenere Mittel gibt,"
190,"00:12:53,920","00:13:00,440",773.92,780.44,6.5200000000000955,um gegen mögliche Gefahren vorzugehen.
191,"00:13:04,960","00:13:10,520",784.96,790.52,5.559999999999945,ML: Weil es ja auch um sensible Dinge geht.
192,"00:13:10,560","00:13:17,720",790.56,797.72,7.160000000000082,TF: Wir haben aber schon die Situation geändert.
193,"00:13:18,880","00:13:23,600",798.88,803.6,4.720000000000027,"AR: Man muss aushalten, dass sich da auch Feinde der Demokratie bewegen,"
194,"00:13:23,600","00:13:30,440",803.6,810.44,6.840000000000032,man muss aber nicht jedem die Hand reichen.
195,"00:13:31,880","00:13:37,040",811.88,817.04,5.159999999999968,"Man muss überlegen, ob man mit solchen Menschen"
196,"00:13:37,080","00:13:40,240",817.08,820.24,3.159999999999968,eine Einheit für etwa Personalentscheidungen
197,"00:13:40,280","00:13:45,440",820.28,825.44,5.160000000000082,herstellen möchte.
198,"00:13:48,400","00:13:50,640",828.4,830.64,2.240000000000009,"Man darf nicht den Fehler begehen,"
199,"00:13:50,680","00:13:54,960",830.68,834.96,4.280000000000086,"sie in eine Opferrolle hineinwachsen zu lassen,"
200,"00:13:55,000","00:14:02,560",835.0,842.56,7.559999999999945,"oder dort zu belassen, das wäre Wasser auf ihre Mühlen."
201,"00:14:05,080","00:14:08,400",845.08,848.4,3.3199999999999363,"Es ist nur bedingt, was Bürger dazu gebracht hat,"
202,"00:14:08,440","00:14:10,560",848.44,850.56,2.119999999999891,"der AfD die Stimme zu geben,"
203,"00:14:10,600","00:14:15,680",850.6,855.68,5.079999999999927,"es ist eher die Frage, fühlen sie sich gesehen, die Bürger,"
204,"00:14:15,720","00:14:21,560",855.72,861.56,5.839999999999918,sprechen wir ihre Themen an?
205,"00:14:22,720","00:14:28,200",862.72,868.2,5.480000000000018,"Am Ende des Tages ist es schon klar, als deutsches Parlament"
206,"00:14:28,200","00:14:32,560",868.2,872.56,4.3599999999999,wollen wir Feinden der Demokratie nicht die Hände reichen.
207,"00:14:32,600","00:14:38,760",872.6,878.76,6.159999999999968,Das ist schon eine klare Haltung.
208,"00:14:43,880","00:14:48,480",883.88,888.48,4.600000000000023,"ML: Wie schauen Sie darauf, Frau Quadbeck?"
209,"00:14:48,520","00:14:53,040",888.52,893.04,4.519999999999982,"Da sitzen auch Leute, die sagen, es ist nicht zwangsläufig so,"
210,"00:14:53,080","00:14:59,840",893.08,899.84,6.759999999999991,dass alle in der SS Kriegsverbrecher waren.
211,"00:15:00,640","00:15:06,160",900.64,906.16,5.519999999999982,Manche bezeichnen sich
212,"00:15:08,160","00:15:11,760",908.16,911.76,3.6000000000000227,"als ""das freundliche Gesicht des Nationalsozialismus""."
213,"00:15:11,760","00:15:15,840",911.76,915.84,4.080000000000041,Das ist jetzt politisches Geschäft.
