segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,040","00:00:02,920",0.04,2.92,2.88,Diese Untertitel sind live produziert.
2,"00:00:03,000","00:00:05,240",3.0,5.24,2.24,"Willkommen zu unserer Sendung,"
3,"00:00:05,280","00:00:07,800",5.28,7.8,2.5199999999999996,"in der heute zwei Frauen aufeinander treffen,"
4,"00:00:07,840","00:00:10,960",7.84,10.96,3.120000000000001,die politisch unterschiedlicher nicht sein könnten.
5,"00:00:11,000","00:00:15,240",11.0,15.24,4.24,"Oder, um es so zu sagen: Wenn man sich Politik als Kreuzung vorstellt,"
6,"00:00:15,320","00:00:19,520",15.32,19.52,4.199999999999999,dann biegt die eine scharf rechts ab und die andere scharf links.
7,"00:00:19,600","00:00:21,960",19.6,21.96,2.3599999999999994,"Aber es gibt etwas, das sie beide verbindet:"
8,"00:00:22,040","00:00:26,320",22.04,26.32,4.280000000000001,"bei der letzten Bundestagswahl sind sie gegeneinander angetreten,"
9,"00:00:26,360","00:00:28,440",26.36,28.44,2.080000000000002,in Berlin-Lichtenberg.
10,"00:00:28,480","00:00:31,000",28.48,31.0,2.5199999999999996,"Ines Schwerdtner, die Chefin der Linkspartei"
11,"00:00:31,040","00:00:33,600",31.04,33.6,2.5600000000000023,"hat sich damals durchgesetzt mit 34 Prozent,"
12,"00:00:33,640","00:00:38,320",33.64,38.32,4.68,Beatrix von Storch holte für die AfD knapp 22 Prozent.
13,"00:00:38,400","00:00:41,000",38.4,41.0,2.6000000000000014,"Nicht einfach war das alles, sagen sie beide,"
14,"00:00:41,040","00:00:42,840",41.04,42.84,1.8000000000000043,"und Ines Schwerdtner beschreibt,"
15,"00:00:42,880","00:00:47,920",42.88,47.92,5.039999999999999,wie sie der Kontrahentin regelmäßig die Hand verweigert habe.
16,"00:00:48,000","00:00:51,200",48.0,51.2,3.200000000000003,"Beatrix von Storch sagt: ""Ich fand das ganz furchtbar"
17,"00:00:51,280","00:00:55,240",51.28,55.24,3.960000000000001,"und hätte ihr die Hand natürlich gegeben."""
18,"00:00:55,280","00:00:59,040",55.28,59.04,3.759999999999998,"Umso bemerkenswerter, dass Sie beide heute sich bereit erklärt haben,"
19,"00:00:59,040","00:01:04,880",59.04,64.88,5.839999999999996,"gemeinsam im Studio zu sitzen,"
20,"00:01:11,720","00:01:13,280",71.72,73.28,1.5600000000000023,Es gibt möglicherweise doch noch mehr Gemeinsamkeiten.
21,"00:01:15,560","00:01:17,760",75.56,77.76,2.200000000000003,"Und was, wollen wir Eva Quadbeck fragen,"
22,"00:01:17,800","00:01:20,880",77.8,80.88,3.0799999999999983,was ist hier eigentlich mit der berühmten Hufeisentheorie?
23,"00:01:20,920","00:01:24,720",80.92,84.72,3.799999999999997,"Also, der Idee, dass sich ganz Links und ganz Rechts irgendwann begegnen"
24,"00:01:24,800","00:01:26,520",84.8,86.52,1.7199999999999989,und sogar erstaunlich einig sind.
25,"00:01:26,600","00:01:28,840",86.6,88.84,2.240000000000009,Der Krieg in der Ukraine ist so ein Thema:
26,"00:01:28,880","00:01:31,040",88.88,91.03999999999999,2.1599999999999966,"große Skepsis gegenüber Waffenlieferungen,"
27,"00:01:31,120","00:01:33,240",91.12,93.24000000000001,2.1200000000000045,genauso wie auch beim Thema Wehrpflicht.
28,"00:01:33,280","00:01:36,640",93.28,96.64,3.3599999999999994,"Eva Quadbeck sagt: ""Diese beiden Parteien, AfD und Linkspartei,"
29,"00:01:36,680","00:01:42,320",96.68,102.32,5.639999999999986,"die vor allem für junge Leute unter 24 so attraktiv sind,"
30,"00:01:42,360","00:01:44,440",102.36,104.44,2.0799999999999983,dass sie bei der letzten Bundestagswahl
31,"00:01:44,480","00:01:47,280",104.47999999999999,107.28,2.8000000000000114,"mehrheitlich gewählt haben, sind in der guten Lage,"
32,"00:01:47,360","00:01:49,760",107.36,109.75999999999999,2.3999999999999915,dass sie keine Verantwortung im Land tragen.
33,"00:01:49,880","00:01:52,000",109.88,112.0,2.1200000000000045,"Das macht ihnen die Sache sehr einfach."""
34,"00:01:52,040","00:01:53,200",112.03999999999999,113.2,1.1600000000000108,Herzlich willkommen.
35,"00:01:53,280","00:01:56,720",113.28,116.72,3.4399999999999977,"Apropos Verteidigung - wie schaut Claudia Major,"
36,"00:01:56,840","00:02:00,400",116.84,120.4,3.5600000000000023,"die sich seit Jahren intensiv mit Sicherheitspolitik beschäftigt,"
37,"00:02:00,440","00:02:05,600",120.44,125.6,5.159999999999997,auf die Positionen von Linkspartei und Afd?
38,"00:02:05,680","00:02:08,160",125.68,128.16,2.4799999999999898,"""Bei den Linken"", sagt sie, ""läuft es immer so:"
39,"00:02:08,280","00:02:13,040",128.28,133.04,4.759999999999991,"Wegducken bei militärischen Fragen, alles historisch-moralisch aufladen,"
40,"00:02:13,120","00:02:16,280",133.12,136.28,3.1599999999999966,"und der Verweis auf die historische Schuld wird zur Ausrede,"
41,"00:02:16,360","00:02:23,200",136.36,143.2,6.839999999999975,"um sich rauszuhalten - und damit Russland einfach gewähren zu lassen."""
42,"00:02:23,240","00:02:25,480",143.24,145.48,2.2399999999999807,Bei der AfD sieht sie etwas Anderes:
43,"00:02:25,560","00:02:28,720",145.56,148.72,3.1599999999999966,"""Obwohl sie sich doch immer als große Patrioten inszenieren,"
44,"00:02:28,800","00:02:31,800",148.8,151.8,3.0,"widersprechen sie mit dem, was sie sicherheitspolitisch,"
45,"00:02:31,840","00:02:34,160",151.84,154.16,2.319999999999993,"aber auch wirtschaftspolitisch sagen,"
46,"00:02:34,280","00:02:36,400",154.28,156.4,2.1200000000000045,ganz häufig den Interessen Deutschlands.
47,"00:02:36,480","00:02:39,440",156.48,159.44,2.960000000000008,"Das"", sagt sie, ""ist eine sehr unpatriotische Haltung,"
48,"00:02:39,520","00:02:42,040",159.52,162.04,2.519999999999982,"wenn man die Feinde Deutschlands unterstützt."""
49,"00:02:42,120","00:02:43,520",162.12,163.52,1.4000000000000057,Wie genau meint sie das?
50,"00:02:43,560","00:02:44,880",163.56,164.88,1.3199999999999932,Herzlich willkommen!
51,"00:02:47,120","00:02:53,560",167.12,173.56,6.439999999999998,ML: Weil ich das gerade erwähnt habe.
52,"00:02:55,760","00:03:02,760",175.76,182.76,7.0,"Sie sagen, dass sie den Handschlag verweigern."
53,"00:03:05,240","00:03:08,240",185.24,188.24,3.0,IS: Wir saßen häufig auf Schulpodien.
54,"00:03:08,280","00:03:13,960",188.28,193.96,5.680000000000007,Ich finde ich muss ja nicht die Hand geben.
55,"00:03:13,960","00:03:17,480",193.96,197.48,3.519999999999982,Es ist was anderes politische Konkurrenten zu haben
56,"00:03:17,520","00:03:19,680",197.52,199.68,2.1599999999999966,"oder Politik, die menschenverachtend ist."
57,"00:03:21,000","00:03:23,080",201.0,203.07999999999998,2.079999999999984,ML: Haben Sie das auch heute so gemacht?
58,"00:03:26,880","00:03:31,120",206.88,211.12,4.240000000000009,"BS: Ich habe gegrüßt, aber ich habe keinen Gruß zurückgehalten,"
59,"00:03:31,160","00:03:34,720",211.16,214.72,3.5600000000000023,deshalb habe ich nicht zum x-ten Mal die Hand gereicht.
60,"00:03:34,720","00:03:38,400",214.72,218.4,3.680000000000007,"Ich weiß, dass sie mir die nicht reicht."
61,"00:03:38,400","00:03:40,920",218.4,220.92000000000002,2.5200000000000102,"Wir haben unterschiedliche Ansichten,"
62,"00:03:40,920","00:03:44,720",220.92000000000002,224.72,3.799999999999983,aus meiner Sicht ist das völlig ok.
63,"00:03:44,760","00:03:46,600",224.76,226.6,1.8400000000000034,"Wir leben in einer Demokratie, man kann unterschiedliche Meinungen haben,"
64,"00:03:46,640","00:03:50,480",226.64,230.48,3.8400000000000034,"in unserer Zivilisation gehört das Handgeben einfach dazu,"
65,"00:03:50,520","00:03:52,880",230.52,232.88,2.359999999999985,aber manche pflegen das weniger als andere.
66,"00:03:55,280","00:03:57,920",235.28,237.92000000000002,2.640000000000015,ML: Was würden Sie darauf entgegnen?
67,"00:03:57,960","00:04:03,520",237.96,243.52,5.560000000000002,IS: Ich predige die Politik der revolutionären Freundlichkeit
68,"00:04:03,560","00:04:09,600",243.56,249.6,6.039999999999992,demonstrativ freundlich sein zu allen.
