segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,040","00:00:01,000",0.04,1.0,0.96,Diese Untertitel sind live produziert.
2,"00:00:01,040","00:00:04,560",1.04,4.56,3.5199999999999996,"Einen schönen guten guten Abend und willkommen zu unserer Sendung,"
3,"00:00:04,640","00:00:07,280",4.64,7.28,2.6400000000000006,"in der wir gleich zu Beginn einen Mann begrüßen,"
4,"00:00:07,320","00:00:09,880",7.32,9.88,2.5600000000000005,"der richtig was vorhat und es ist gut,"
5,"00:00:09,920","00:00:12,840",9.92,12.84,2.92,dass endlich mal wieder einer was vorhat.
6,"00:00:12,920","00:00:15,880",12.92,15.88,2.960000000000001,Zusammen mit Friedrich Merz
7,"00:00:15,920","00:00:19,040",15.92,19.04,3.119999999999999,will er nichts weniger als Deutschland retten.
8,"00:00:19,080","00:00:21,480",19.08,21.48,2.400000000000002,"Das hat er hier schon mehrfach zu Protokoll gegeben,"
9,"00:00:21,560","00:00:24,600",21.56,24.6,3.0400000000000027,"aber seit heute wissen wir endlich, wie er das machen will."
10,"00:00:24,720","00:00:27,560",24.72,27.56,2.84,"""In allen zentralen Politikbereichen,"" sagt er,"
11,"00:00:27,640","00:00:30,360",27.64,30.36,2.719999999999999,"""Wirtschaft, Energie, Migration -"
12,"00:00:30,440","00:00:34,400",30.44,34.4,3.9599999999999973,"wollen wir eine komplette Politikwende."""
13,"00:00:34,480","00:00:36,800",34.48,36.8,2.3200000000000003,Aber wie genau wollen wir ihn fragen.
14,"00:00:36,840","00:00:38,240",36.84,38.24,1.3999999999999986,"Wir müssen ihn aber auch fragen,"
15,"00:00:38,280","00:00:42,600",38.28,42.6,4.32,wie er das verbale Schlammcatchen gestern im Bundestag erlebt hat
16,"00:00:42,680","00:00:46,120",42.68,46.12,3.4399999999999977,"und ob er seinen Chef noch Friedrich nennt,"
17,"00:00:46,200","00:00:51,280",46.2,51.28,5.079999999999998,oder ob er seit gestern Abend auf den Kosenamen Fritze zurückgreift.
18,"00:00:51,360","00:00:55,400",51.36,55.4,4.039999999999999,Herzlich willkommen Thorsten Frei.
19,"00:00:55,480","00:00:56,840",55.48,56.84,1.3600000000000065,"""Die Vertrauensfrage"", sagt auch diese Frau,"
20,"00:00:56,880","00:00:59,160",56.88,59.16,2.279999999999994,"""ist gestern zu einer Wahlkampfschlacht eskaliert."""
21,"00:00:59,200","00:01:02,040",59.2,62.04,2.8399999999999963,"Eine intime Kennerin der deutschen Politik, die sagt:"
22,"00:01:02,120","00:01:05,200",62.12,65.2,3.0800000000000054,"""Wir werden in den nächsten Wochen eine sehr harte Auseinandersetzung"
23,"00:01:05,280","00:01:07,840",65.28,67.84,2.5600000000000023,zwischen CDU und SPD sehen.
24,"00:01:07,880","00:01:15,400",67.88,75.4,7.52000000000001,"Eine Polarisierung, wie es sie lange nicht gab in Deutschland."""
25,"00:01:15,480","00:01:17,360",75.48,77.36,1.8799999999999955,Sie sagt aber auch:
26,"00:01:17,440","00:01:18,680",77.44,78.68,1.240000000000009,"""Seit langer Zeit gibt es in der Mitte"
27,"00:01:18,720","00:01:21,400",78.72,81.4,2.680000000000007,"endlich mal wieder eine echte Wahl, eine echte Alternative"
28,"00:01:21,440","00:01:25,120",81.44,85.12,3.680000000000007,"zwischen zwei sehr unterschiedlichen Konzepten."""
29,"00:01:25,160","00:01:28,280",85.16,88.28,3.1200000000000045,Herzlich willkommen Eva Quadbeck.
30,"00:01:28,360","00:01:31,840",88.36,91.84,3.480000000000004,"Die Frage ist nur, und da kommt diese Mann ins Spiel,"
31,"00:01:31,920","00:01:33,480",91.92,93.47999999999999,1.559999999999988,die Frage ist nur:
32,"00:01:33,520","00:01:37,040",93.52000000000001,97.03999999999999,3.519999999999982,"Wer soll das bezahlen, wer hat so viel Geld?"
33,"00:01:37,120","00:01:40,400",97.12,100.4,3.280000000000001,"Einer der führenden Ökonomen des Landes,"
