segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:04,320","00:00:07,280",4.32,7.28,2.96,Untertitel: WDR mediagroup GmbH im Auftrag des WDR
2,"00:00:07,560","00:00:09,640",7.56,9.64,2.080000000000001,Wir begrüßen Sie zur Live-Untertitelung
3,"00:00:09,920","00:00:12,280",9.92,12.28,2.3599999999999994,Herzlich willkommen zu Maischberger.
4,"00:00:12,600","00:00:15,080",12.6,15.08,2.4800000000000004,Trump wird in Israel gefeiert.
5,"00:00:15,360","00:00:18,480",15.36,18.48,3.120000000000001,Beendet er auch den Krieg in der Ukraine?
6,"00:00:18,800","00:00:22,080",18.8,22.08,3.2799999999999976,Damit diskutieren Armin Laschet von der CDU.
7,"00:00:22,440","00:00:26,400",22.44,26.4,3.9599999999999973,"Johannes Varwick, Professor für internationale Beziehungen."
8,"00:00:26,680","00:00:29,960",26.68,29.96,3.280000000000001,Er macht sich Sorgen um die Meinungsfreiheit in unserem Land.
9,"00:00:30,240","00:00:32,600",30.24,32.6,2.360000000000003,Im Studio ist der Philosoph Richard David Precht.
10,"00:00:32,920","00:00:35,720",32.92,35.72,2.799999999999997,Das Panel heute:
11,"00:00:35,960","00:00:39,480",35.96,39.48,3.519999999999996,"Der Redaktionsleiter des Politmagazins MONITOR, Georg Restle."
12,"00:00:39,800","00:00:43,000",39.8,43.0,3.200000000000003,"Die Autorin der Neuen Zürcher Zeitung, Susanna Gaschke."
13,"00:00:43,280","00:00:47,160",43.28,47.16,3.8799999999999955,Axel-Springer-Auslandsreporter Constantin Schreiber.
14,"00:00:49,680","00:00:52,560",49.68,52.56,2.8800000000000026,Schönen guten Abend in die Runde.
15,"00:00:54,520","00:00:58,360",54.52,58.36,3.8399999999999963,"Constantin Schreiber, Sie sind Korrespondent bei Axel Springer,"
16,"00:00:58,640","00:01:02,240",58.64,62.24,3.6000000000000014,"unter anderem auch in Israel, gerade dort gewesen."
17,"00:01:03,080","00:01:05,560",63.08,65.56,2.480000000000004,"Wenn man die Bilder sich noch einmal ansieht,"
18,"00:01:05,880","00:01:07,400",65.88,67.4,1.5200000000000102,die wir gestern gesehen haben.
19,"00:01:07,680","00:01:12,280",67.68,72.28,4.599999999999994,Die Geiseln werden nach dieser unfassbar langen Zeit freigelassen.
20,"00:01:15,080","00:01:19,360",75.08,79.36,4.280000000000001,"Wie wichtig, glauben Sie, ist dieser Tag für die Israelis?"
21,"00:01:20,280","00:01:24,440",80.28,84.44,4.159999999999997,"(Schreiber) Man sich nicht vorstellen, was das bedeutet,"
22,"00:01:27,520","00:01:29,680",87.52,89.68,2.160000000000011,"wenn man das nicht vor Ort erlebt hat,"
23,"00:01:29,960","00:01:33,160",89.96000000000001,93.16,3.1999999999999886,wie allgegenwärtig die Geißelsituation im Land präsent ist.
24,"00:01:33,400","00:01:35,720",93.4,95.72,2.319999999999993,Vom Ankommen im Flughafen.
25,"00:01:36,000","00:01:39,280",96.0,99.28,3.280000000000001,Wo die Bilder im Terminal angebracht sind.
26,"00:01:42,640","00:01:47,040",102.64,107.03999999999999,4.3999999999999915,Die Menschen haben gelbe Schleifen an den Autos angebracht.
27,"00:01:47,640","00:01:51,400",107.64,111.4,3.760000000000005,"Die das Symbol sind, dass man die Geiseln nach Hause bringen soll."
28,"00:01:51,680","00:01:54,360",111.68,114.36,2.6799999999999926,Es ist ein relativ kleines Land.
29,"00:01:57,880","00:01:59,200",117.88,119.2,1.3200000000000074,Jeder kennt Opfer vom 7.
30,"00:01:59,520","00:02:02,720",119.52000000000001,122.72,3.1999999999999886,Oktober oder ist in irgendeiner Weise verwandt.
31,"00:02:03,000","00:02:06,200",123.0,126.2,3.200000000000003,"Oder kennt Leute, die in Geiselhaft waren."
32,"00:02:12,120","00:02:14,200",132.12,134.2,2.079999999999984,"Eine Schriftstellerin hat mir gesagt,"
33,"00:02:14,480","00:02:16,200",134.48,136.2,1.7199999999999989,sie fühlt es als fortgesetztes Trauma.
34,"00:02:16,480","00:02:19,200",136.48,139.2,2.719999999999999,"Und auch die, die nicht lebend zurückkommen."
35,"00:02:19,520","00:02:24,120",139.52,144.12,4.599999999999994,"Es gab gestern noch etwas, diese unterzeichnete Friedenserklärung."
36,"00:02:24,360","00:02:28,200",144.36,148.2,3.839999999999975,"Donald Trump hat davon gesprochen, dass es eine dauerhafte Harmonie"
37,"00:02:28,480","00:02:31,240",148.48,151.24,2.7600000000000193,in der ganzen Region geben könnte.
38,"00:02:31,640","00:02:36,200",151.64,156.2,4.560000000000002,"Glauben Sie daran, dass das jetzt dauerhaft harmonisch bleibt?"
39,"00:02:36,720","00:02:38,960",156.72,158.96,2.240000000000009,"(Restle) Schön wäre es, wenn es so käme."
40,"00:02:39,240","00:02:41,240",159.24,161.24,2.0,Ich habe Zweifel.
41,"00:02:46,360","00:02:50,360",166.36,170.36,4.0,"Solange diese Regierung, Netanjahu an der Macht ist."
42,"00:02:53,760","00:02:58,720",173.76,178.72,4.960000000000008,"Ich glaube nicht, dass das schwere Trauma, von dem du gesprochen hast,"
43,"00:03:00,080","00:03:01,360",180.08,181.36,1.2800000000000011,"und das schwere Trauma,"
44,"00:03:01,680","00:03:04,440",181.68,184.44,2.759999999999991,"was auch die Palästinenser im Gazastreifen betrifft,"
45,"00:03:04,720","00:03:07,320",184.72,187.32,2.5999999999999943,so schnell geheilt werden kann.
46,"00:03:08,840","00:03:12,320",188.84,192.32,3.4799999999999898,"Ich sehe und lese nichts in diesem Abkommen,"
47,"00:03:15,240","00:03:18,880",195.24,198.88,3.6399999999999864,dass es hier so etwas wie einen gegenseitigen Aussöhnungsprozess
48,"00:03:19,160","00:03:21,840",199.16,201.84,2.680000000000007,geben soll. Wo beide Seiten aufeinander zugehen.
49,"00:03:22,080","00:03:25,240",202.07999999999998,205.24,3.160000000000025,Frieden braucht Aussöhnung und Aufklärung.
50,"00:03:26,560","00:03:29,360",206.56,209.36,2.8000000000000114,"Z.B. über die Kriegsverbrechen,"
51,"00:03:32,280","00:03:34,160",212.28,214.16,1.8799999999999955,"die Hinweise zu Kriegsverbrechen,"
52,"00:03:34,440","00:03:37,520",214.44,217.52,3.0800000000000125,die in diesem Krieg zahlreich vorliegen.
53,"00:03:41,280","00:03:43,560",221.28,223.56,2.280000000000001,Und nicht vom Internationalen Gerichtsho
54,"00:03:43,800","00:03:46,160",223.8,226.16,2.359999999999985,f aufgeklärt werden sollen.
55,"00:03:46,720","00:03:50,560",226.72,230.56,3.8400000000000034,"Susanne Gaschke, es hieß immer, dass beide Seiten,"
56,"00:03:50,840","00:03:54,560",230.84,234.56,3.719999999999999,"sowohl die Hamas, als auch Netanjahu Gründe hatten, weiterzumachen."
57,"00:03:54,800","00:03:56,760",234.8,236.76,1.9599999999999795,Sind die Gründe weg?
58,"00:03:57,040","00:03:58,200",237.04,238.2,1.1599999999999966,(Gaschke) Der 2.
59,"00:03:58,480","00:04:01,680",238.48,241.68,3.200000000000017,Teil des Friedenplanes sieht die Entwaffnung der Hamas vor.
60,"00:04:02,000","00:04:04,880",242.0,244.88,2.8799999999999955,Das ist für mich das große Fragezeichen.
61,"00:04:05,160","00:04:07,880",245.16,247.88,2.719999999999999,"Werden sie aufhören, eine Bedrohung für Israel sein?"
62,"00:04:08,160","00:04:10,440",248.16,250.44,2.280000000000001,Da habe ich große Zweifel.
63,"00:04:14,440","00:04:16,160",254.44,256.16,1.7200000000000273,"Es gibt eine gewaltige Chance,"
64,"00:04:16,400","00:04:20,320",256.4,260.32,3.920000000000016,wenn die anderen arabischen Staaten jetzt Verantwortung im Gazastreifen
65,"00:04:20,600","00:04:22,560",260.6,262.56,1.9599999999999795,übernehmen würden.
66,"00:04:24,560","00:04:26,200",264.56,266.2,1.6399999999999864,"Das fing an, sich anzudeuten,"
67,"00:04:26,520","00:04:28,800",266.52,268.8,2.2800000000000296,als die Hamas die sadistische Gewaltsorgie...
68,"00:04:29,120","00:04:33,360",269.12,273.36,4.240000000000009,"Es ist so schrecklich, dass man es im Fernsehen nicht sagen kann."
69,"00:04:33,640","00:04:36,400",273.64,276.4,2.759999999999991,Es war nicht Widerstand gegen einen Unterdrücker.
70,"00:04:36,640","00:04:38,760",276.64,278.76,2.1200000000000045,"Nichts, was einem einfach so passiert."
71,"00:04:39,040","00:04:41,280",279.04,281.28,2.2399999999999523,Das wollten die schon so.
72,"00:04:45,040","00:04:47,800",285.04,287.8,2.759999999999991,Man kann Israel sicher einen Notwehrexzess vorwerfen...
73,"00:04:48,040","00:04:50,360",288.04,290.36,2.319999999999993,"Notwehrexzess, interessant."
74,"00:04:54,320","00:04:56,560",294.32,296.56,2.240000000000009,"Aber dass sie sich immer noch Sorgen machen,"
75,"00:04:56,840","00:04:59,000",296.84000000000003,299.0,2.159999999999968,wie die Zukunft aussehen soll und ob sie
76,"00:04:59,280","00:05:02,720",299.28,302.72,3.4400000000000546,"dort weiter existieren können, kann ich nachvollziehen."
77,"00:05:03,000","00:05:06,120",303.0,306.12,3.1200000000000045,Gestern auf jeden Fall war der Jubel für Donald Trump groß.
78,"00:05:06,360","00:05:08,520",306.36,308.52,2.159999999999968,Wir haben auch die Bilder aus dem Knesset.
79,"00:05:08,840","00:05:09,880",308.84,309.88,1.0400000000000205,Da wurde er gefeiert.
80,"00:05:10,120","00:05:12,720",310.12,312.72,2.6000000000000227,"Würden Sie, stand jetzt, sagen,"
81,"00:05:17,240","00:05:20,080",317.24,320.08,2.839999999999975,ist das ein großer Coup gewesen?
82,"00:05:20,320","00:05:23,080",320.32,323.08,2.759999999999991,(Schreiber) Das sicherlich. Mir ist
83,"00:05:23,760","00:05:26,840",323.76,326.84,3.079999999999984,"wichtig, anzufügen, es stimmt schon."
84,"00:05:29,680","00:05:34,040",329.68,334.04,4.360000000000014,"Die große Frage aus meiner Sicht ist, wie schafft man es..."
85,"00:05:35,280","00:05:39,800",335.28,339.8,4.520000000000039,"Das Waffen schweigen und Gefangene ausgetauscht werden, ist das eine."
86,"00:05:40,320","00:05:43,960",340.32,343.96,3.6399999999999864,"Das andere ist, wie kann man einen Mindset verändern?"
87,"00:05:47,960","00:05:51,680",347.96,351.68,3.7200000000000273,"Es gibt Rechtsextreme, die zu verurteilende Dinge sagen."
88,"00:05:52,000","00:05:55,280",352.0,355.28,3.2799999999999727,"Es gibt Israelis, die auch Mitgefühl zeigen."
89,"00:05:57,200","00:05:59,880",357.2,359.88,2.680000000000007,Kritisch der Regierung gegenüberstehen und auch
90,"00:06:00,160","00:06:02,120",360.16,362.12,1.9599999999999795,für Aussöhnung sind.
91,"00:06:04,400","00:06:07,680",364.4,367.68,3.2800000000000296,"Was den Prozess von Vorurteilen abbauen,"
92,"00:06:09,240","00:06:11,040",369.24,371.04,1.8000000000000114,"die große Herausforderung ist,"
93,"00:06:11,280","00:06:13,760",371.28,373.76,2.480000000000018,das ist auf der palästinensischen Seite.
94,"00:06:14,040","00:06:15,080",374.04,375.08,1.0399999999999636,"Wenn man sich anschaut,"
95,"00:06:15,400","00:06:17,600",375.4,377.6,2.2000000000000455,was über Medien und Bildung verbreitet ist.
96,"00:06:17,920","00:06:19,960",377.92,379.96,2.0399999999999636,Auch in den Moscheen.
97,"00:06:23,720","00:06:27,760",383.72,387.76,4.039999999999964,Dass da ein Feindbild von Kindesbeinen an geprägt wird.
98,"00:06:28,080","00:06:31,240",388.08,391.24,3.160000000000025,"Wo man überlegen muss, wie ist das möglich, das umzudrehen?"
99,"00:06:31,520","00:06:33,520",391.52,393.52,2.0,In der Gesamtheit gibt es das in Israel nicht.
100,"00:06:33,800","00:06:36,720",393.8,396.72,2.920000000000016,Und dann gibt es natürlich die 70.000 Opfer in den Gazastreifen.
101,"00:06:36,960","00:06:39,320",396.96,399.32,2.3600000000000136,"Das ist schlimm, sicherlich."
102,"00:06:41,960","00:06:44,280",401.96,404.28,2.319999999999993,"Das würde mich interessieren, Herr Restle,"
103,"00:06:44,560","00:06:47,520",404.56,407.52,2.9599999999999795,ich kenne Sie als beinharten Kritiker von Donald Trump.
104,"00:06:47,800","00:06:49,960",407.8,409.96,2.159999999999968,Sehen Sie den mit anderen Augen?
105,"00:06:50,240","00:06:53,000",410.24,413.0,2.759999999999991,"Dieses gesamte politische Konzept,"
