segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,000","00:00:02,480",0.0,2.48,2.48,Wir begrüßen Sie zur Live-Untertitelung
2,"00:00:02,520","00:00:04,880",2.52,4.88,2.36,Und wir machen weiter mit dem Thema.
3,"00:00:04,920","00:00:07,720",4.92,7.72,2.8,Das hier sind alles Retouren und Restposten.
4,"00:00:07,760","00:00:10,800",7.76,10.8,3.040000000000001,Deutschland ist Europameister im Zurückschicken.
5,"00:00:10,840","00:00:14,760",10.84,14.76,3.92,Aber was ist der Preis für die ständige Jagd nach Schnäppchen?
6,"00:00:14,800","00:00:17,520",14.8,17.52,2.719999999999999,"Wir reden drüber, jetzt, bei hart aber fair."
7,"00:00:17,600","00:00:19,960",17.6,19.96,2.3599999999999994,Herzlich willkommen im Studio.
8,"00:00:20,000","00:00:23,960",20.0,23.96,3.960000000000001,"Wohin man guckt, überall Rabattangebote wegen Black Friday"
9,"00:00:24,000","00:00:25,520",24.0,25.52,1.5199999999999996,und der Black Week.
10,"00:00:25,560","00:00:29,640",25.56,29.64,4.080000000000002,Aber wir sprechen heute auch über die Kehrseiten dieses Konsums.
11,"00:00:29,680","00:00:30,880",29.68,30.88,1.1999999999999993,Unser Thema heute:
12,"00:00:30,920","00:00:33,040",30.92,33.04,2.1199999999999974,"""Rabattschlacht und Bestellwahn:"
13,"00:00:33,080","00:00:35,640",33.08,35.64,2.5600000000000023,"Was ist der wahre Preis der Schnäppchen?"""
14,"00:00:35,680","00:00:38,040",35.68,38.04,2.3599999999999994,Dazu freue ich mich auf diese Gäste:
15,"00:00:38,080","00:00:40,640",38.08,40.64,2.5600000000000023,"Renate Künast, ehemalige Bundesministerin"
16,"00:00:40,680","00:00:42,920",40.68,42.92,2.240000000000002,für Verbraucherschutz. von den Grünen.
17,"00:00:42,960","00:00:46,280",42.96,46.28,3.3200000000000003,"Bianca Heinicke, auch bekannt als ""BibisBeautyPalace"","
18,"00:00:46,320","00:00:49,440",46.32,49.44,3.1199999999999974,eine der erfolgreichsten Youtuberinnen Deutschlands.
19,"00:00:49,480","00:00:52,280",49.48,52.28,2.8000000000000043,Setzt sich heute für nachhaltigen Konsum ein.
20,"00:00:52,320","00:00:55,680",52.32,55.68,3.3599999999999994,"Tatjana Halm, von der Verbraucherzentrale Bayern."
21,"00:00:55,720","00:01:00,160",55.72,60.16,4.439999999999998,"Christoph Ploß, CDU, Koordinator im Bundeswirtschaftsministerium."
22,"00:01:00,200","00:01:03,440",60.2,63.44,3.239999999999995,"Gero Furchheim, der Präsident des E-Commerce-Verbands"
23,"00:01:03,480","00:01:06,240",63.48,66.24,2.759999999999998,vertritt Online-Händler wie Amazon und Otto.
24,"00:01:06,280","00:01:09,320",66.28,69.32,3.039999999999992,"Prof. Gerrit Heinemann, Wirtschaftswissenschaftler,"
25,"00:01:09,360","00:01:12,040",69.36,72.03999999999999,2.6799999999999926,forscht zum Online- und Einzelhandel.
26,"00:01:12,080","00:01:15,440",72.08,75.44,3.3599999999999994,"Das ist unsere Runde, legen wir los."
27,"00:01:39,040","00:01:43,280",99.03999999999999,103.28,4.240000000000009,"Black Friday, Bibi, heute werben Sie mit Nachhaltigkeit."
28,"00:01:43,320","00:01:45,960",103.32,105.96000000000001,2.640000000000015,"Wenn Sie dieser Tage diese Banner sehen,"
29,"00:01:46,000","00:01:51,920",106.0,111.92,5.920000000000002,klicken Sie darauf oder können Sie sich an sich halten?
30,"00:01:54,040","00:01:57,000",114.03999999999999,117.0,2.960000000000008,"Ich kann an mich halten, ich klicke da nicht mehr drauf."
31,"00:01:57,000","00:01:59,320",117.0,119.32,2.319999999999993,Also geheilt sozusagen?
32,"00:02:01,880","00:02:05,200",121.88,125.2,3.3200000000000074,"Frau Künast, was haben Sie schon gekauft?"
33,"00:02:06,120","00:02:10,240",126.12,130.24,4.1200000000000045,(Künast) Nichts. Seitdem ich die Einladung zu der Sendung hatte
34,"00:02:10,280","00:02:13,680",130.28,133.68,3.4000000000000057,"und im Netz unterwegs war, bekomme ich ohne Ende"
35,"00:02:13,720","00:02:16,240",133.72,136.24,2.5200000000000102,Angebote zum Black Friday.
36,"00:02:17,280","00:02:20,640",137.28,140.64,3.359999999999985,Bis zu 70%.
37,"00:02:20,680","00:02:23,280",140.68,143.28,2.5999999999999943,"Da muss man misstrauisch werden, oder?"
38,"00:02:23,280","00:02:27,760",143.28,147.76,4.47999999999999,Dann lohnt sich auch schon eine Einladung zu hart aber fair.
39,"00:02:30,880","00:02:35,320",150.88,155.32,4.439999999999998,"Wenn Sie einkaufen gehen, versuchen Sie Rabatte zu bekommen?"
40,"00:02:38,960","00:02:41,800",158.96,161.8,2.8400000000000034,"(Künast) Ich weiß, dass es das Rabatt-Gesetz gibt."
