segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,000","00:00:03,760",0.0,3.76,3.76,Diese Sendung wurde vom NDR live untertitelt (01.03.2026)
2,"00:00:03,840","00:00:06,440",3.84,6.44,2.6000000000000005,Er war der älteste Diktator des Nahen Ostens.
3,"00:00:06,520","00:00:09,400",6.52,9.4,2.880000000000001,"Er isolierte sein Land, ruinierte die Wirtschaft,"
4,"00:00:09,480","00:00:11,520",9.48,11.52,2.039999999999999,drohte Israel mit der Vernichtung.
5,"00:00:11,600","00:00:15,000",11.6,15.0,3.4000000000000004,Und er ging auch im eigenen Land buchstäblich über Leichen.
6,"00:00:15,120","00:00:18,120",15.12,18.12,3.0000000000000018,Dass die USA und Israel den obersten Führer des Iran
7,"00:00:18,200","00:00:20,880",18.2,20.88,2.6799999999999997,"nun getötet haben, mag viele dort erleichtern."
8,"00:00:20,960","00:00:24,080",20.96,24.08,3.1199999999999974,Aber wird es sie auch von dessen Herrschaft befreien?
9,"00:00:24,160","00:00:27,120",24.16,27.12,2.960000000000001,Krieg in Nahost - Stürzt nun das Regime im Iran?
10,"00:00:27,520","00:00:28,800",27.52,28.8,1.2800000000000011,Fragen wir heute:
11,"00:00:28,880","00:00:31,680",28.88,31.68,2.8000000000000007,Den Bundestagsvizepräsidenten Omid Nouripour.
12,"00:00:31,760","00:00:35,720",31.76,35.72,3.9599999999999973,Den Sicherheitsexperten Peter Neumann.
13,"00:00:35,800","00:00:40,040",35.8,40.04,4.240000000000002,"Vom Handelsblatt die Korrespondentin für Außen- und Sicherheitspolitik,"
14,"00:00:40,120","00:00:41,360",40.12,41.36,1.240000000000002,Annett Meiritz.
15,"00:00:41,440","00:00:45,280",41.44,45.28,3.8400000000000034,"Und die Iran-Expertin bei der Stiftung Wissenschaft und Politik,"
16,"00:00:45,400","00:00:46,440",45.4,46.44,1.0399999999999991,Azadeh Zamirirad.
17,"00:00:46,680","00:00:50,600",46.68,50.6,3.9200000000000017,"Willkommen, und guten Abend Ihnen zu Hause und unserem Publikum."
18,"00:00:50,680","00:00:52,560",50.68,52.56,1.8800000000000026,"Schön, dass Sie da sind."
19,"00:01:04,160","00:01:08,080",64.16,68.08,3.9200000000000017,"Wohin kann er führen, dieser neue Krieg im Nahen Osten?"
20,"00:01:08,560","00:01:11,800",68.56,71.8,3.239999999999995,"Zu einem weniger gefährlichen, gar freien Iran?"
21,"00:01:12,880","00:01:14,760",72.88,74.76,1.8800000000000097,Oder wird alles schlimmer
22,"00:01:14,840","00:01:17,320",74.84,77.32,2.4799999999999898,und die ganze Region vom Krieg erfasst?
23,"00:01:17,400","00:01:18,800",77.4,78.8,1.3999999999999915,Beginnen wir von vorn.
24,"00:01:25,840","00:01:28,880",85.84,88.88,3.039999999999992,So berichten US-Medien über den Iran-Angriff.
25,"00:01:28,960","00:01:31,640",88.96000000000001,91.64,2.6799999999999926,"Samstagmorgen, kurz nach 7 Uhr deutscher Zeit,"
26,"00:01:31,720","00:01:35,280",91.72,95.28,3.5600000000000023,starten Israel und die USA erneut Angriffe auf den Iran.
27,"00:01:35,320","00:01:37,640",95.32,97.64,2.3200000000000074,US-Präsident Donald Trump verkündet:
28,"00:01:37,720","00:01:41,240",97.72,101.24000000000001,3.5200000000000102,"Unser Ziel ist, das amerikanische Volk zu verteidigen,"
29,"00:01:41,320","00:01:45,320",101.32,105.32,4.0,indem wir die Bedrohungen durch das iranische Regime beseitigen.
30,"00:01:45,400","00:01:48,200",105.4,108.2,2.799999999999997,"An das großartige, stolze Volk des Iran:"
31,"00:01:48,920","00:01:52,120",108.92,112.12,3.200000000000003,"Wenn wir fertig sind, übernehmt die Regierung."
32,"00:01:52,560","00:01:56,520",112.56,116.52000000000001,3.960000000000008,Dies wird wahrscheinlich eure einzige Chance für Generationen.
33,"00:01:58,960","00:02:01,160",118.96000000000001,121.16,2.1999999999999886,Auch Israels Premier Netanjahu
34,"00:02:01,240","00:02:04,040",121.24,124.04,2.8000000000000114,spricht von notwendiger Selbstverteidigung.
