segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,040","00:00:01,320",0.04,1.32,1.28,Diese Untertitel sind live produziert.
2,"00:00:02,080","00:00:04,760",2.08,4.76,2.6799999999999997,"Willkommen zu unserer Sendung,"
3,"00:00:04,800","00:00:09,440",4.8,9.44,4.64,in der wir über Trumps Handelskrieg und die Folgen diskutieren wollen.
4,"00:00:09,520","00:00:12,880",9.52,12.88,3.360000000000001,Und begrüßen gleich zu Beginn einen der renommiertesten
5,"00:00:12,920","00:00:15,080",12.92,15.08,2.16,"deutschen Ökonomen, Michael Hüther (MH),"
6,"00:00:15,160","00:00:19,320",15.16,19.32,4.16,"den wir fragen wollen, wie es eigentlich möglich ist,"
7,"00:00:19,400","00:00:22,680",19.4,22.68,3.280000000000001,dass ein einzelner Mann nicht nur die Börsen in Panik versetzen
8,"00:00:22,760","00:00:26,240",22.76,26.24,3.479999999999997,"und binnen Stunden Billionen Euro an Wohlstand vernichten kann,"
9,"00:00:26,320","00:00:28,440",26.32,28.44,2.120000000000001,"sondern offenbar sogar in der Lage ist,"
10,"00:00:28,520","00:00:31,920",28.52,31.92,3.400000000000002,die größte Volkswirtschaft der Welt wie eine Waffe zu benutzen
11,"00:00:31,960","00:00:34,520",31.96,34.52,2.5600000000000023,"und ein System ins Wanken zu bringen, das uns in den vergangenen 80 Jahren"
12,"00:00:34,600","00:00:40,280",34.6,40.28,5.68,"global betrachtet einen Zuwachs an Wohlstand gebracht hat,"
13,"00:00:40,360","00:00:44,120",40.36,44.12,3.759999999999998,wie es ihn nie zuvor in der Geschichte der Menschheit gegeben hat
14,"00:00:44,200","00:00:47,000",44.2,47.0,2.799999999999997,"""Wir fallen"", sagt er, ""tatsächlich wieder zurück,"
15,"00:00:47,080","00:00:50,680",47.08,50.68,3.6000000000000014,in bestimmte Situationen der 1920er Jahre.
16,"00:00:50,760","00:00:55,080",50.76,55.08,4.32,"Aber schlimmer als damals, denn die Märkte sind viel stärker"
17,"00:00:55,160","00:00:58,360",55.16,58.36,3.200000000000003,"verflochten als damals."""
18,"00:00:58,400","00:01:00,240",58.4,60.24,1.8400000000000034,Herzlich willkommen.
19,"00:01:00,280","00:01:03,760",60.28,63.76,3.479999999999997,"""Die Antwort kann nur Europa sein"", sagt Michael Hüther (MH)."
20,"00:01:03,840","00:01:06,720",63.84,66.72,2.8799999999999955,"Und dieser Mann wird ihm vermutlich zustimmen,"
21,"00:01:06,760","00:01:10,240",66.76,70.24,3.4799999999999898,"der einflussreichste Politiker im Europa-Parlament, der andeutet,"
22,"00:01:10,320","00:01:12,360",70.32,72.36,2.0400000000000063,"dass Zölle nicht nur Wohlstand vernichten,"
23,"00:01:12,440","00:01:16,080",72.44,76.08,3.6400000000000006,sondern auch gigantische Bürokratien nach sich ziehen.
24,"00:01:16,120","00:01:20,320",76.12,80.32,4.199999999999989,weil Heerscharen von EU-Beamten beispielsweise über die Frage
25,"00:01:20,360","00:01:24,320",80.36,84.32,3.9599999999999937,"beraten müssen, ob der berühmte Zier-Igel,"
26,"00:01:24,400","00:01:30,320",84.4,90.32,5.9199999999999875,"der außen Stacheln aus Stroh und Augen aus getrockneten Früchten hat,"
27,"00:01:30,400","00:01:36,840",90.4,96.84,6.439999999999998,"aber innen aus Styropor besteht,"
28,"00:01:36,920","00:01:38,760",96.92,98.75999999999999,1.8399999999999892,ob also auf diesen Igel der Zolltarif
29,"00:01:38,920","00:01:41,680",98.92,101.68,2.760000000000005,für Pflanzen oder der für Kunststoff fällig wird.
30,"00:01:41,720","00:01:47,000",101.72,107.0,5.280000000000001,"Und der deshalb sagt: ""Es gibt bei alledem nur Verlierer."""
31,"00:01:47,080","00:01:49,040",107.08,109.03999999999999,1.9599999999999937,Was also ist die richtige Antwort?
32,"00:01:49,160","00:01:51,200",109.16,111.2,2.0400000000000063,Herzlich Willkommen Manfred Weber (MW).
33,"00:01:51,320","00:01:55,360",111.32,115.36,4.040000000000006,"Und all das trifft, und da kommt eine exzellente Kennerin deutscher Politik"
34,"00:01:55,440","00:01:58,920",115.44,118.92,3.480000000000004,"ins Spiel, all das trifft auf eine künftige deutsche Regierung,"
35,"00:01:59,000","00:02:01,000",119.0,121.0,2.0,die unter enormem Druck steht.
36,"00:02:01,080","00:02:03,200",121.08,123.2,2.1200000000000045,"""Sozialversicherungen, Rente, Steuern:"
37,"00:02:03,240","00:02:07,600",123.24,127.6,4.359999999999999,"Wir müssten die ganz großen Reformen wagen."""
38,"00:02:07,640","00:02:10,080",127.64,130.08,2.440000000000012,"Sagt sie, ""doch bei den geplanten Mehrausgaben"
39,"00:02:10,120","00:02:15,760",130.12,135.76,5.639999999999986,von 350 Milliarden bis 2028 wurde an kaum einer Stelle wirklich gespart
40,"00:02:15,840","00:02:17,840",135.84,137.84,2.0,Das muss sich ändern.
41,"00:02:17,920","00:02:20,600",137.92000000000002,140.6,2.6799999999999784,Herzlich Willkommen Kerstin Münstermann (KM).
42,"00:02:20,720","00:02:27,240",140.72,147.24,6.52000000000001,Doch wie läuft das eigentlich wirklich hinter den Kulissen?
43,"00:02:27,320","00:02:30,560",147.32,150.56,3.240000000000009,Wollen wir diesen Mann fragen.
44,"00:02:30,680","00:02:34,040",150.68,154.04,3.359999999999985,Der zum dritten Mal in seinem politischen Leben
45,"00:02:34,120","00:02:36,200",154.12,156.2,2.079999999999984,eine schwarz-rote Koalition verhandelt.
46,"00:02:36,280","00:02:39,440",156.28,159.44,3.1599999999999966,"""Manche glauben"", sagte er neulich, ""sie bekommen"
47,"00:02:39,480","00:02:42,800",159.48,162.8,3.3200000000000216,"am Verhandlungstisch schon etwas, allein für die Feststellung,"
48,"00:02:42,880","00:02:44,560",162.88,164.56,1.6800000000000068,"dass es abends dunkel wird."""
49,"00:02:44,640","00:02:48,640",164.64,168.64,4.0,"Die Union will Steuern senken, weil Wettbewerbsfähigkeit."
50,"00:02:48,720","00:02:52,520",168.72,172.52,3.8000000000000114,"Die SPD will das auch, irgendwie, schlägt aber eine ganze Reihe"
