segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,040","00:00:02,040",0.04,2.04,2.0,Diese Untertitel sind live produziert.
2,"00:00:02,080","00:00:06,000",2.08,6.0,3.92,Willkommen zu unserer Sendung.
3,"00:00:06,040","00:00:10,120",6.04,10.12,4.079999999999999,"Unsere Verfassung, das Grundgesetz, wird in diesen Tagen 75 Jahre alt"
4,"00:00:10,160","00:00:14,560",10.16,14.56,4.4,"und wir wollen heute mit drei exzellenten Juristen grundsätzlich,"
5,"00:00:14,640","00:00:18,480",14.64,18.48,3.84,"darüber sprechen, aber insbesondere und da geht der Blick zuerst"
6,"00:00:18,520","00:00:22,040",18.52,22.04,3.5199999999999996,"zu dieser Frau, insbesondere über Artikel 5,"
7,"00:00:22,120","00:00:26,040",22.12,26.04,3.919999999999998,in dem es um eine der ganz zentralen Säulen in jeder Demokratie geht:
8,"00:00:26,080","00:00:28,640",26.08,28.64,2.5600000000000023,die Meinungsfreiheit.
9,"00:00:28,680","00:00:32,320",28.68,32.32,3.6400000000000006,"Diese Meinungsfreiheit geht sehr, sehr weit,"
10,"00:00:32,360","00:00:35,040",32.36,35.04,2.6799999999999997,"nicht so weit wie in den USA, aber dennoch sehr weit."
11,"00:00:35,080","00:00:38,160",35.08,38.16,3.0799999999999983,"Was also bedeutet es dann, wenn in Umfragen nur noch 40 Prozent"
12,"00:00:38,240","00:00:43,120",38.24,43.12,4.8799999999999955,"der Deutschen finden, man dürfe in diesem Land ""unbeschadet frei reden""."
13,"00:00:43,200","00:00:48,520",43.2,48.52,5.32,"Nur noch 40 Prozent, das ist der schlechteste Wert seit 1953,"
14,"00:00:48,560","00:00:54,000",48.56,54.0,5.439999999999998,"sie selbst spricht von ""Meinungsdruck"","
15,"00:00:54,080","00:00:59,080",54.08,59.08,5.0,was genau meint sie damit?
16,"00:00:59,160","00:01:02,480",59.16,62.48,3.3200000000000003,Wollen wir sie fragen.
17,"00:01:02,560","00:01:05,240",62.56,65.24,2.6799999999999926,"Und ihr dafür die Frage, wie sie es findet,"
18,"00:01:05,280","00:01:08,560",65.28,68.56,3.280000000000001,"dass sie als kommende Bundespräsidentin gehandelt wird,"
19,"00:01:08,600","00:01:11,200",68.6,71.2,2.6000000000000085,"eher ersparen, herzlich willkommen Juli Zeh."
20,"00:01:11,240","00:01:14,760",71.24,74.76,3.5200000000000102,"""Meinungsdruck"" ist das Eine, der Druck auf Demokratien weltweit"
