segment_id,start_time,end_time,start_seconds,end_seconds,duration,text
1,"00:00:00,040","00:00:01,040",0.04,1.04,1.0,Diese Untertitel sind live produziert.
2,"00:00:01,080","00:00:02,400",1.08,2.4,1.3199999999999998,"Willkommen zu unserer Sendung,"
3,"00:00:02,480","00:00:06,080",2.48,6.08,3.6,"in der wir heute ein weiteres Mal versuchen wollen,"
4,"00:00:06,160","00:00:07,920",6.16,7.92,1.7599999999999998,"ein bisschen besser zu verstehen,"
5,"00:00:08,000","00:00:11,440",8.0,11.44,3.4399999999999995,"was eigentlich gerade in Amerika passiert und deshalb ist es gut,"
6,"00:00:11,520","00:00:14,400",11.52,14.4,2.880000000000001,dass dieser Mann heute unserer Einladung gefolgt ist.
7,"00:00:14,440","00:00:16,800",14.44,16.8,2.360000000000001,"Der ehemalige Bundeswirtschaftsminister,"
8,"00:00:16,880","00:00:20,920",16.88,20.92,4.040000000000003,"der nicht nur mit den Trump-Leuten schon persönlich verhandelt hat,"
9,"00:00:21,040","00:00:22,840",21.04,22.84,1.8000000000000007,"und den wir fragen wollen,"
10,"00:00:22,920","00:00:27,120",22.92,27.12,4.199999999999999,wie genau so etwas eigentlich abläuft.
11,"00:00:27,200","00:00:30,840",27.2,30.84,3.6400000000000006,"Darüberhinaus, und das verspricht, interessant zu werden,"
12,"00:00:30,880","00:00:33,680",30.88,33.68,2.8000000000000007,"gehört er aber auch den Wenigen, deren Erklärung"
13,"00:00:33,760","00:00:35,560",33.76,35.56,1.8000000000000043,über die übliche Rhetorik der Marke
14,"00:00:35,640","00:00:38,440",35.64,38.44,2.799999999999997,"""Trump ist eben der Irre aus Washington"" hinausgehen."
15,"00:00:38,520","00:00:41,720",38.52,41.72,3.1999999999999957,"""Erstens"", sagt er, ""braucht dieser Präsident Geld""."
16,"00:00:41,800","00:00:43,880",41.8,43.88,2.0800000000000054,Viel Geld und ganz dringend.
17,"00:00:44,000","00:00:47,760",44.0,47.76,3.759999999999998,"Und zweitens, sagt er, ""ist er ein Anhänger des Protektionismus,"
18,"00:00:47,840","00:00:49,040",47.84,49.04,1.1999999999999957,"weil er gesehen hat,"
19,"00:00:49,120","00:00:51,840",49.12,51.84,2.720000000000006,wie Hunderttausende amerikanische Arbeiter ihren Job
20,"00:00:51,920","00:00:54,280",51.92,54.28,2.3599999999999994,"durch die Globalisierung verloren haben."""
21,"00:00:54,360","00:00:57,640",54.36,57.64,3.280000000000001,"Und er weist daraufhin, dass genau dort, wo das passiert ist,"
22,"00:00:57,720","00:01:01,880",57.72,61.88,4.160000000000004,in Trumps erster Amtszeit wieder 50.000 neue Jobs zurückgekommen sind.
23,"00:01:02,000","00:01:04,240",62.0,64.24,2.239999999999995,"Kann das also ein zweites Mal funktionieren?,"
24,"00:01:04,320","00:01:07,160",64.32,67.16,2.8400000000000034,"fragen wir Peter Altmaier, herzlich willkommen."
25,"00:01:12,080","00:01:13,520",72.08,73.52,1.4399999999999977,PA: Ich freue mich auch.
26,"00:01:14,440","00:01:18,000",74.44,78.0,3.5600000000000023,Es gibt eine direkte Linie von sehr viel Geld zu sehr vielen Schulden
27,"00:01:18,080","00:01:21,160",78.08,81.16,3.0799999999999983,"und es ist interessant, sich mit dieser Frau zu unterhalten,"
28,"00:01:21,240","00:01:22,800",81.24,82.8,1.5600000000000023,"wenn es um die Frage geht,"
29,"00:01:22,880","00:01:26,400",82.88,86.4,3.5200000000000102,"was eigentlich die Konsequenzen aus dem gewaltigen Schuldenberg sind,"
30,"00:01:26,560","00:01:28,480",86.56,88.48,1.9200000000000017,den wir jetzt auch in Deutschland anhäufen.
31,"00:01:28,560","00:01:31,640",88.56,91.64,3.0799999999999983,Und offenbar wissen das auch die Verantwortlichen in Berlin.
32,"00:01:31,720","00:01:33,680",91.72,93.68,1.960000000000008,"Sie sagt, wenn man mal verstehen will,"
33,"00:01:33,760","00:01:36,240",93.75999999999999,96.24000000000001,2.480000000000018,"wie ambitioniert dieser Koalitionsvertrag ist,"
34,"00:01:36,320","00:01:39,520",96.32,99.52000000000001,3.200000000000017,"hilft es, in die Feinheiten der deutschen Sprache einzusteigen,"
35,"00:01:39,600","00:01:42,720",99.6,102.72,3.1200000000000045,"""man muss einfach nur zähle, wie oft das schöne Wort ""werden"""
36,"00:01:42,800","00:01:45,880",102.8,105.88,3.0799999999999983,"durch das Wörtchen ""wollen"" ersetzt wurde,"
37,"00:01:46,560","00:01:52,680",106.56,112.68,6.1200000000000045,"nicht weniger als 299 Mal ""wollen"" CDU und SPD Dinge erledigen,"
38,"00:01:54,520","00:01:56,520",114.52000000000001,116.52000000000001,2.0,"aber sie ""werden"" sie nicht erledigen,"
39,"00:01:56,560","00:01:59,880",116.56,119.88,3.319999999999993,"herzlich willkommen einer exzellenten Wirtschaftsjournalistin,"
40,"00:01:59,960","00:02:02,440",119.96000000000001,122.44,2.4799999999999898,nämlich Julia Löhr von der FAZ.
41,"00:02:02,480","00:02:05,520",122.48,125.52,3.039999999999992,"Und das Thema Schulden einmal im ganz großen Kontext,"
